chromosome,position,marker_index,beta_tumor,beta_normal,sequence,within_sequence,beta_corrected,state
1,3483939,706128,0.663177728652954,0.590174078941345,1,131,0.589066657281007,3
1,3529341,823620,0.508121848106384,0.5276158452034,1,136,0.481526334667318,3
1,3655727,198166,0.560218870639801,0.533218383789063,1,141,0.52892196898189,3
1,3686396,372867,0.558651864528656,0.506621956825256,1,146,0.552728235906692,3
1,3723021,575305,0.299947202205658,0.301736384630203,1,151,0.497035189463912,3
1,3752749,833527,0.520933032035828,0.485659301280975,1,156,0.53429023878793,3
1,3760789,165111,0.441457659006119,0.505872905254364,1,161,0.436332579211911,3
1,3922104,340710,0.410638898611069,0.411671131849289,1,166,0.498746289017664,3
1,3931187,86021,0.551931500434876,0.537517309188843,1,171,0.515583492671641,3
1,3940015,416335,0.49015149474144,0.513632357120514,1,176,0.477142345051322,3
1,3988267,394239,0.510495126247406,0.472703784704208,1,181,0.535835020664806,3
1,4020758,774256,0.509828746318817,0.510765790939331,1,186,0.499082706166763,3
1,4033101,285108,0.390893578529358,0.471846669912338,1,191,0.414216739732401,3
1,4071646,496354,0.661496698856354,0.58614194393158,1,196,0.591039371856901,3
1,4106148,281374,0.553885996341705,0.555044412612915,1,201,0.498956465244145,3
1,4173702,760300,0.416319042444229,0.480065047740936,1,206,0.433606908483882,3
1,4184519,342747,0.471657931804657,0.437080293893814,1,211,0.530712761994088,3
1,4259243,798185,0.292724221944809,0.327759027481079,1,216,0.446554018960938,3
1,4268679,435671,0.563681125640869,0.568207800388336,1,221,0.496016708372911,3
1,4277994,465788,0.569984138011932,0.453264713287354,1,226,0.60674217263932,3
1,4290090,467096,0.583258032798767,0.587179839611054,1,231,0.496660472186099,3
1,4307845,256699,0.51035749912262,0.516708254814148,1,236,0.493854602057971,3
1,4314014,388440,0.471171200275421,0.513345241546631,1,241,0.458922341284254,3
1,4323756,650985,0.49455589056015,0.472037583589554,1,246,0.521325672311768,3
1,4354372,599095,0.607377409934998,0.554307639598846,1,251,0.559536324886055,3
1,4364793,213986,0.560643494129181,0.522615551948547,1,256,0.539829473222109,3
1,4381492,117221,0.470091313123703,0.396577417850494,1,261,0.560914106836488,3
1,4396978,703866,0.396600633859634,0.438690453767777,1,266,0.452027882591648,3
1,4407623,492053,0.516712248325348,0.592220962047577,1,271,0.436249543193168,3
1,4428963,704266,0.385885268449783,0.419744491577148,1,276,0.459666864239073,3
1,4444653,312120,0.346259593963623,0.4042729139328,1,281,0.428249806047085,3
1,4451539,424194,0.48845648765564,0.639824450016022,1,286,0.381711333197261,3
1,4461905,646,0.440617293119431,0.497642040252686,1,291,0.442705054516395,3
1,4469407,736091,0.462177097797394,0.509250640869141,1,296,0.453781557357094,3
1,4503184,751514,0.415771663188934,0.442557245492935,1,301,0.469737720287275,3
1,4514372,317506,0.485859632492065,0.487147718667984,1,306,0.498677930608563,3
1,4546239,359681,0.601789891719818,0.544451117515564,1,311,0.562933722821956,3
1,4562392,415445,0.552273392677307,0.566805720329285,1,316,0.487180503715157,3
1,4573886,496367,0.584865272045136,0.564730763435364,1,321,0.523128798130421,3
1,4587734,641176,0.772340178489685,0.678852796554565,1,326,0.645552227969197,3
1,4597160,62366,0.532099068164825,0.489254623651505,1,331,0.541943056655384,3
1,4622291,704808,0.533378601074219,0.538877248764038,1,336,0.494898051734016,3
1,4630143,608597,0.473165988922119,0.480617374181747,1,341,0.492248110805072,3
1,4646496,884113,0.452624589204788,0.495496660470963,1,346,0.456738284345423,3
1,4674298,726042,0.512508094310761,0.546348869800568,1,351,0.469030067269875,3
1,4764845,906083,0.598242104053497,0.443272143602371,1,356,0.639179276436675,3
1,4782516,626662,0.587264537811279,0.686981558799744,1,361,0.427423800747516,3
1,4883658,242568,0.461172670125961,0.496059060096741,1,366,0.4648364551955,3
1,4896135,682479,0.494726270437241,0.5289306640625,1,371,0.467666467507717,3
1,4923290,796451,0.351251423358917,0.346401304006577,1,376,0.503710319024557,3
1,4939240,774905,0.427275598049164,0.39271491765976,1,381,0.528455071097927,3
1,4961379,293705,0.417925447225571,0.524413824081421,1,386,0.398469136428298,3
1,4994563,761355,0.311118543148041,0.324695318937302,1,391,0.479093052782996,3
1,5022470,713909,0.648349225521088,0.620663523674011,1,396,0.536492274767803,3
1,5041500,120876,0.442392736673355,0.421873778104782,1,401,0.517746088822358,3
1,5060591,303461,0.543187141418457,0.586320281028748,1,406,0.463217083728871,3
1,5092609,360923,0.551507711410523,0.516049563884735,1,411,0.536634069193547,3
1,5098649,307446,0.403317719697952,0.413558393716812,1,416,0.487618829439269,3
1,5114383,871294,0.369171321392059,0.44240790605545,1,421,0.417229570650788,3
1,5129269,818574,0.557713687419891,0.575513362884522,1,426,0.484535827825599,3
1,5150357,595327,0.424259871244431,0.423198699951172,1,431,0.50091987595483,3
1,5178495,609455,0.5116006731987,0.53033059835434,1,436,0.48234127427895,3
1,5203306,244603,0.56148773431778,0.565758764743805,1,441,0.496225396147456,3
1,5218042,749528,0.417227417230606,0.404508024454117,1,446,0.510679734823319,3
1,5226194,62373,0.537214636802673,0.548989057540894,1,451,0.489276270103669,3
1,5236958,685144,0.393789261579514,0.484657227993012,1,456,0.406255430472185,3
1,5257031,159146,0.446642696857452,0.418679356575012,1,461,0.524051563107829,3
1,5268629,342568,0.449611485004425,0.480304479598999,1,466,0.4680483985698,3
1,5273913,823726,0.470271587371826,0.458781540393829,1,471,0.510614980673754,3
1,5302730,723987,0.560620903968811,0.522967398166657,1,476,0.53946638621495,3
1,5389802,670441,0.446895062923431,0.501583456993103,1,481,0.445484252613196,3
1,5398250,877697,0.399693340063095,0.436917424201965,1,486,0.457401465269026,3
1,5478006,687489,0.640884459018707,0.697769641876221,1,491,0.459237849109804,3
1,5517324,671,0.558985948562622,0.533714354038239,1,496,0.527098833883529,3
1,5535543,496382,0.441039800643921,0.409129023551941,1,501,0.527003168512191,3
1,5564506,391823,0.503680646419525,0.482859909534454,1,506,0.520130654409647,3
1,5568589,314398,0.40854087471962,0.394640326499939,1,511,0.511481230769231,3
1,5581348,787669,0.434200763702393,0.445153772830963,1,516,0.48769749938441,3
1,5612723,600087,0.365407735109329,0.33922490477562,1,521,0.519812210329158,3
1,5629811,677,0.459513455629349,0.461846143007278,1,526,0.49747460554424,3
1,5672600,559309,0.437571913003922,0.523126602172852,1,531,0.418227548729532,3
1,5687940,605727,0.387899607419968,0.388418287038803,1,536,0.49933231822993,3
1,5705308,372566,0.381882876157761,0.415091842412949,1,541,0.459998049995222,3
1,5726207,712476,0.395722448825836,0.497482120990753,1,546,0.39772529718027,3
1,5819594,665166,0.605657517910004,0.613049685955048,1,551,0.493970987821707,3
1,5825014,806784,0.449041813611984,0.449958026409149,1,556,0.498981890817154,3
1,5828924,782727,0.457170754671097,0.44880884885788,1,561,0.507585304840154,3
1,5846375,264145,0.54673582315445,0.560233116149902,1,566,0.487953860092911,3
1,5866725,324779,0.432880014181137,0.478036761283875,1,571,0.452768541292244,3
1,5888706,210968,0.55764901638031,0.614603400230408,1,576,0.453665742958186,3
1,5956787,443005,0.51144403219223,0.520426034927368,1,581,0.491370529016298,3
1,5981909,571997,0.511085569858551,0.520424842834473,1,586,0.491027260607838,3
1,6023694,706491,0.7316535115242,0.699715077877045,1,591,0.553180215345741,3
1,6039758,538564,0.479466259479523,0.411610543727875,1,596,0.557662246517437,3
1,6076112,657610,0.414967060089111,0.556371331214905,1,601,0.372922755727708,3
1,6134551,157912,0.545615434646606,0.512980341911316,1,606,0.533504902926678,3
1,6201001,750886,0.35593792796135,0.365126669406891,1,611,0.487417049731717,3
1,6475086,743766,0.919687628746033,0.500022113323212,1,616,0.919684076642088,1
1,6508126,620260,0.45325031876564,0.56045126914978,1,621,0.404361934493639,2
1,6568454,894753,0.757095754146576,0.665016114711762,1,626,0.637438908972568,2
1,6664868,685,0.26972046494484,0.472185164690018,1,631,0.28560878773257,2
1,6707179,621931,0.631472289562225,0.520961821079254,1,636,0.615346201352831,2
1,6844165,305290,0.533350169658661,0.493424445390701,1,641,0.539407472295769,2
1,6914512,62377,0.354112714529038,0.443612277507782,1,646,0.399124114100771,2
1,6963762,445819,0.634941101074219,0.514910340309143,1,651,0.623720180761604,2
1,6995313,766564,0.57956600189209,0.472752094268799,1,656,0.601293818773124,2
1,7011442,145453,0.703301012516022,0.521665513515472,1,661,0.689862433226864,2
1,7030673,771629,0.45795950293541,0.424920856952667,1,666,0.528725303623142,2
1,7067480,268334,0.279041081666946,0.363964319229126,1,671,0.383335765244727,2
1,7078669,287625,0.693056285381317,0.694927632808685,1,676,0.498653566688804,2
1,7158215,693666,0.475337594747543,0.315429151058197,1,681,0.616794663354808,2
1,7238618,721136,0.292582750320435,0.491249650716782,1,686,0.297794359643338,2
1,7242634,491415,0.493696063756943,0.613735318183899,1,691,0.402206007320742,2
1,7271700,727892,0.475148797035217,0.585180938243866,1,696,0.405984513491796,2
1,7315181,359036,0.448537081480026,0.542738080024719,1,701,0.413216888576897,2
1,7325089,302611,0.431547820568085,0.568419575691223,1,706,0.379603235904836,2
1,7334675,239336,0.379459500312805,0.524981319904327,1,711,0.361402859421701,2
1,7342267,268358,0.693893671035767,0.540021538734436,1,716,0.667260149396967,2
1,7348004,491356,0.247353747487068,0.375147312879562,1,721,0.329675488794556,2
1,7370843,213045,0.629468202590942,0.519194185733795,1,726,0.614676251394178,2
1,7390948,739223,0.430566757917404,0.484406620264053,1,731,0.444426995736247,2
1,7414707,167577,0.619970798492432,0.491127640008926,1,736,0.626596734872538,2
1,7448958,538565,0.486286401748657,0.676464796066284,1,741,0.359432157132541,2
1,7459330,872063,0.715566515922546,0.659415602684021,1,746,0.582433184962421,2
1,7468787,863806,0.365505993366241,0.475963592529297,1,751,0.383964234978481,2
1,7477569,807634,0.507958590984345,0.561359763145447,1,756,0.452435874757142,2
1,7572302,584987,0.365431249141693,0.475319117307663,1,761,0.384406218722692,2
1,7605381,564759,0.618951320648193,0.523481070995331,1,766,0.600174666568101,2
1,7619766,811930,0.331887245178223,0.388207614421845,1,771,0.427461019372972,2
1,7660767,914594,0.386395573616028,0.35864731669426,1,776,0.521632603748334,2
1,7734985,203492,0.351684898138046,0.466506719589233,1,781,0.376934439923728,2
1,7756072,728371,0.612033367156982,0.487474620342255,1,786,0.621514711035291,2
1,7809011,838150,0.273174613714218,0.366676330566406,1,791,0.372501019212563,2
1,7846173,780784,0.310264945030212,0.495229482650757,1,796,0.313253709542386,2
1,7854175,695,0.57805734872818,0.511587262153626,1,801,0.56804704446044,2
1,7930303,193161,0.659191310405731,0.477026283740997,1,806,0.674162697857761,2
1,7989501,278686,0.325958609580994,0.433836400508881,1,811,0.375669963606847,2
1,8052094,609193,0.640559673309326,0.44560843706131,1,816,0.675824497774307,2
1,8088562,105531,0.322664767503738,0.458686202764511,1,821,0.351727134541034,2
1,8115213,550538,0.392986804246902,0.372990161180496,1,826,0.515946036113289,2
1,8195061,587800,0.651885151863098,0.689016938209534,1,831,0.473054518483301,2
1,8325598,556610,0.645311117172241,0.511983692646027,1,836,0.636601402982942,2
1,8689898,185664,0.34326758980751,0.450698256492615,1,841,0.380817525764197,2
1,8821394,759174,0.635786533355713,0.491921544075012,1,846,0.641577533551177,2
1,8905493,320712,0.719445884227753,0.556377708911896,1,851,0.68379168336637,2
1,8913703,768750,0.253377616405487,0.500464975833893,1,856,0.253142206388469,2
1,8962291,769397,0.39912685751915,0.554014384746552,1,861,0.360213442564078,2
1,9001741,761713,0.458352029323578,0.321004867553711,1,866,0.601140019424758,2
1,9041010,642364,0.221743911504745,0.381216824054718,1,871,0.290836995526878,2
1,9141308,119687,0.682393789291382,0.498920977115631,1,876,0.683077722072282,2
1,9173443,157666,0.436713993549347,0.481090039014816,1,881,0.453879687930825,2
1,9197033,320491,0.290970474481583,0.524113357067108,1,886,0.277583532797015,2
1,9214669,700372,0.5463827252388,0.57928329706192,1,891,0.471602347253935,2
1,9238434,254739,0.650508284568787,0.503307819366455,1,896,0.648180775681402,2
1,9267002,277726,0.582626640796661,0.551134169101715,1,901,0.53508005012536,2
1,9290796,700326,0.719074368476868,0.674949169158936,1,906,0.56787430631043,2
1,9309898,201912,0.623178482055664,0.468437790870667,1,911,0.645552758009691,2
1,9327604,798943,0.568194150924683,0.486529678106308,1,916,0.579522096347452,2
1,9345022,616235,0.637580692768097,0.465737342834473,1,921,0.660822909507957,2
1,9355498,756781,0.522661983966827,0.684416115283966,1,926,0.381830564984559,2
1,9428862,130558,0.472509235143662,0.354339808225632,1,931,0.591510541011738,2
1,9481650,271186,0.54465925693512,0.438168823719025,1,936,0.594770847286373,2
1,9599589,95431,0.696771562099457,0.583050906658173,1,941,0.636372350074944,2
1,9636087,207789,0.353166431188583,0.47827285528183,1,946,0.369210197995111,2
1,9824715,365070,0.335492253303528,0.462367236614227,1,951,0.362798471362541,2
1,10158626,94110,0.63172572851181,0.47672426700592,1,956,0.648106869602955,2
1,10430723,899320,0.533929705619812,0.383106768131256,1,961,0.62224395543429,2
1,10467575,693656,0.563689410686493,0.479045569896698,1,966,0.581239198573482,2
1,10486268,462290,0.452385157346726,0.490079164505005,1,971,0.461542940520282,2
1,10512423,651343,0.389715850353241,0.451849818229675,1,976,0.431244890039049,2
1,10530985,243374,0.580229222774506,0.490558415651321,1,981,0.588008919842918,2
1,10566416,77634,0.521822690963745,0.427639722824097,1,986,0.582275947419306,2
1,10746373,271729,0.424966931343079,0.46163871884346,1,991,0.460280858165174,2
1,10840027,891403,0.584924399852753,0.660159349441528,1,996,0.44301758382092,2
1,10922863,484597,0.238660365343094,0.378042727708817,1,1001,0.315652633750595,2
1,10982662,80786,0.463519990444183,0.458656549453735,1,1006,0.504492010557753,2
1,11127645,186654,0.659325838088989,0.554399847984314,1,1011,0.617735586074241,2
1,11171719,496419,0.607958614826202,0.470600843429565,1,1016,0.62972987366137,2
1,11211748,722,0.642481923103333,0.464918941259384,1,1021,0.665921572949962,2
1,11224652,352553,0.334485620260239,0.439229756593704,1,1026,0.380763843112802,2
1,11286722,134613,0.377985864877701,0.31233337521553,1,1031,0.547735695826991,2
1,11325336,743562,0.585049092769623,0.517830669879913,1,1036,0.56970416686703,2
1,11338839,858882,0.486972361803055,0.502565979957581,1,1041,0.484485999076338,2
1,11366771,171134,0.275799095630646,0.45878940820694,1,1046,0.300572649125157,2
1,11398450,773861,0.329051822423935,0.461132347583771,1,1051,0.356786749127547,2
1,11403407,672614,0.376182496547699,0.464569568634033,1,1056,0.404872081541827,2
1,11416455,216046,0.494471669197083,0.545776069164276,1,1061,0.452998672105802,2
1,11439108,496422,0.539584279060364,0.499509036540985,1,1066,0.540035930161864,2
1,11455112,229902,0.423151731491089,0.558970212936401,1,1071,0.378510090249867,2
1,11477182,622498,0.48990273475647,0.401156216859818,1,1076,0.574098220934422,2
1,11530519,608667,0.622728586196899,0.580665111541748,1,1081,0.550154990453816,2
1,11587785,242395,0.29847577214241,0.462745875120163,1,1086,0.32250505967763,2
1,11604155,707079,0.558051884174347,0.462927579879761,1,1091,0.58855817272584,2
1,11624742,397673,0.542698085308075,0.460675179958344,1,1096,0.576042212690486,2
1,11732432,886247,0.241137146949768,0.360012799501419,1,1101,0.334900796976827,2
1,11759886,443770,0.209667012095451,0.337790220975876,1,1106,0.310350920594627,2
1,11785365,299366,0.301191627979279,0.397219717502594,1,1111,0.379124719529201,2
1,11806318,336760,0.607728123664856,0.470287203788757,1,1116,0.62973154590482,2
1,11815237,242977,0.61587655544281,0.506700575351715,1,1121,0.610658937184993,2
1,11849643,769565,0.464798241853714,0.482281804084778,1,1126,0.481874122055836,2
1,11931611,883640,0.437496095895767,0.541175484657288,1,1131,0.40420908586872,2
1,11968650,468470,0.631691932678223,0.566914081573486,1,1136,0.574786374191162,2
1,12005468,128257,0.628823041915894,0.597309768199921,1,1141,0.539128430773084,2
1,12086724,593443,0.663650751113892,0.489484697580338,1,1146,0.670578680705621,2
1,12111069,617062,0.384417861700058,0.513741314411163,1,1151,0.374135631023434,2
1,12140439,308442,0.580470502376556,0.466679900884628,1,1156,0.606681336106285,2
1,12171618,626948,0.408173054456711,0.424674212932587,1,1161,0.480571979680698,2
1,12192534,753126,0.465048283338547,0.6174196600914,1,1166,0.376606312851864,2
1,12538475,78966,0.606227159500122,0.485924363136292,1,1171,0.617008848248264,2
1,12556772,195203,0.740498542785645,0.659048497676849,1,1176,0.619445206361927,2
1,12595123,736074,0.569173097610474,0.641487538814545,1,1181,0.443635350004065,2
1,12758455,880575,0.387273997068405,0.346020698547363,1,1186,0.531540217274009,2
1,13792754,475172,0.430552065372467,0.364789307117462,2,1191,0.551764523953917,2
1,13829992,323098,0.553454220294952,0.448433548212051,2,1196,0.595202193446019,2
1,14020997,757430,0.652347385883331,0.674053251743317,2,1201,0.483898997739535,2
1,14086935,386819,0.523782908916473,0.37440025806427,2,1206,0.61939155408695,2
1,14097586,899408,0.754560887813568,0.595792233943939,2,1211,0.696394858291279,2
1,14127127,496440,0.438726782798767,0.531423509120941,2,1216,0.41278450733624,2
1,14146819,816099,0.584150791168213,0.476338863372803,2,1221,0.602940547096741,2
1,14168049,604435,0.491119205951691,0.553190112113953,2,1226,0.443897310523985,2
1,14174021,873493,0.610059022903442,0.502563238143921,2,1231,0.608049698979247,2
1,14187140,574461,0.265753000974655,0.378123193979263,2,1236,0.351410605334659,2
1,14212815,291838,0.273482739925385,0.440302193164825,2,1241,0.310562545645789,2
1,14220838,496444,0.4729423224926,0.579408586025238,2,1246,0.408125055357739,2
1,14241174,92110,0.642925918102264,0.45026633143425,2,1251,0.675229931951104,2
1,14250553,564406,0.378675311803818,0.49823123216629,2,1256,0.380019644851801,2
1,14273937,735460,0.571881592273712,0.381017208099365,2,1261,0.654175840323673,2
1,14301837,697085,0.37085434794426,0.451568186283112,2,1266,0.410629401283544,2
1,14335654,618606,0.620015561580658,0.505637407302856,2,1271,0.615682452482678,2
1,14347302,560351,0.428901344537735,0.507208287715912,2,1276,0.422805930941297,2
1,14385573,763828,0.426060110330582,0.506954967975617,2,1281,0.420214947327505,2
1,14412369,602713,0.715458154678345,0.645044088363648,2,1286,0.599187059584509,2
1,14496521,143410,0.487443298101425,0.431492984294891,2,1291,0.549208112002927,2
1,14534868,753679,0.317302793264389,0.465669333934784,2,1296,0.340695392783613,2
1,14574277,840949,0.699047267436981,0.673972904682159,2,1301,0.538454415468716,2
1,14724957,326165,0.384316921234131,0.492002993822098,2,1306,0.390563600282781,2
1,14748619,191321,0.513316035270691,0.407719045877457,2,1311,0.589144339910166,2
1,14758687,876536,0.323400527238846,0.489031553268433,2,1316,0.330654049904761,2
1,14787734,113237,0.355072319507599,0.508665144443512,2,1321,0.349023639015067,2
1,14802525,644178,0.47286194562912,0.580303192138672,2,1326,0.407426628041125,2
1,14816778,229732,0.60276198387146,0.462311148643494,2,1331,0.630606051133133,2
1,14833670,807081,0.352331429719925,0.414812952280045,2,1336,0.424687112327754,2
1,14853587,303563,0.587338984012604,0.450608164072037,2,1341,0.624438343454466,2
1,14903902,305761,0.478658497333527,0.57389509677887,2,1346,0.417026125523739,2
1,14911998,784966,0.54651814699173,0.471306532621384,2,1351,0.571129698975914,2
1,14928683,496459,0.53094619512558,0.473199546337128,2,1356,0.554808844968656,2
1,14948354,132079,0.275101125240326,0.419789493083954,2,1361,0.327665567829384,2
1,14957733,671182,0.477385461330414,0.566648244857788,2,1366,0.421236159877477,2
1,14993113,725256,0.592633664608002,0.55574381351471,2,1371,0.541518668974702,2
1,15021758,496466,0.442764967679977,0.5199413895607,2,1376,0.425783536923336,2
1,15061675,219379,0.658622205257416,0.474333256483078,2,1381,0.675290667563798,2
1,15065503,249849,0.239073023200035,0.39814630150795,2,1386,0.30023263093813,2
1,15080539,408489,0.702989935874939,0.593393206596375,2,1391,0.634769919067451,2
1,15113504,612849,0.654181063175201,0.501603603363037,2,1396,0.65306838175568,2
1,15129490,891897,0.642126142978668,0.511362314224243,2,1401,0.633804485983132,2
1,15146539,328199,0.619377553462982,0.518437564373016,2,1406,0.604804674972773,2
1,15169836,164617,0.407401829957962,0.565792202949524,2,1411,0.36002778744046,2
1,15178638,129599,0.611367404460907,0.503766477108002,2,1416,0.608417632414088,2
1,15190986,438041,0.6167853474617,0.473358362913132,2,1421,0.636171330225558,2
1,15204190,344222,0.340663284063339,0.473767995834351,2,1426,0.359525429174884,2
1,15213454,428780,0.611428558826447,0.504279851913452,2,1431,0.608073786517032,2
1,15230092,346509,0.544977784156799,0.477205365896225,2,1436,0.56481743866476,2
1,15300945,851219,0.302875638008118,0.324600607156754,2,1441,0.466535846406867,2
1,15321347,583133,0.557035148143768,0.683994889259338,2,1446,0.407192478255906,2
1,15366497,394971,0.676121771335602,0.591540217399597,2,1451,0.603537187183433,2
1,15384765,410592,0.549271523952484,0.606024026870728,2,1456,0.45317635902054,2
1,15388886,328161,0.672616183757782,0.621299207210541,2,1461,0.567753986160482,2
1,15399910,858893,0.368662595748901,0.476978480815888,2,1466,0.386456214039564,2
1,15414684,864010,0.501191020011902,0.590737819671631,2,1471,0.424207663130909,2
1,15426351,579413,0.436799943447113,0.354337990283966,2,1476,0.563858452194992,2
1,15465724,689510,0.609091699123383,0.559084713459015,2,1481,0.556708155955168,2
1,15536018,270784,0.470910936594009,0.566161274909973,2,1486,0.41588056041884,2
1,15555069,80271,0.592322051525116,0.464179366827011,2,1491,0.61957610137116,2
1,15598703,789,0.644104361534119,0.461414784193039,2,1496,0.669601366672641,2
1,15656358,723160,0.604921579360962,0.546341180801392,2,1501,0.564564377545942,2
1,15686773,332176,0.567997992038727,0.462785243988037,2,1506,0.597924290866227,2
1,15704370,62397,0.337224721908569,0.390061438083649,2,1511,0.432271289832362,2
1,15715831,316865,0.329638510942459,0.465809792280197,2,1516,0.353833814150662,2
1,15733390,401711,0.232225194573402,0.395256280899048,2,1521,0.293765343899386,2
1,15782482,253423,0.597072780132294,0.574115335941315,2,1526,0.526952654237645,2
1,15987920,328238,0.523139417171478,0.675662934780121,2,1531,0.387130468642417,2
1,16038248,251053,0.669788360595703,0.567575037479401,2,1536,0.618186196421805,2
1,16147834,215526,0.548687279224396,0.460142433643341,2,1541,0.582007598947458,2
1,16193597,571416,0.400275349617004,0.550545632839203,2,1546,0.363526041931126,2
1,16240990,609881,0.411126613616943,0.542560756206513,2,1551,0.378876106421212,2
1,16379971,538585,0.561677932739258,0.495754450559616,2,1556,0.565368432356819,2
1,16604097,597388,0.395110368728638,0.346018582582474,2,1561,0.537533013048001,2
1,16650399,819579,0.645358145236969,0.674684345722199,2,1566,0.478266725268512,2
1,16681281,150808,0.446998596191406,0.524641454219818,2,1571,0.42600388569764,2
1,16921460,868232,0.644295394420624,0.572928011417389,2,1576,0.583554277629039,2
1,17180745,135537,0.602326571941376,0.46873152256012,2,1581,0.625732143967053,2
1,17232263,166135,0.328521102666855,0.341138929128647,2,1586,0.481506322813962,2
1,17258691,681199,0.396189838647842,0.476116001605988,2,1591,0.416064401649445,2
1,17269290,448675,0.643439471721649,0.507783830165863,2,1596,0.637800878830838,2
1,17344158,741594,0.379132032394409,0.366753071546555,2,1601,0.50977419730885,2
1,17432263,673193,0.362631022930145,0.468503504991531,2,1606,0.387009935962699,2
1,17454675,565986,0.665963590145111,0.438329219818115,2,1611,0.702640388603873,2
1,17465903,709147,0.566697597503662,0.447430819272995,2,1616,0.607920222834135,2
1,17483875,815,0.443597078323364,0.596588432788849,2,1621,0.371778142135356,2
1,17503940,893104,0.367913275957108,0.483805567026138,2,1626,0.380228444061321,2
1,17507998,838899,0.627525568008423,0.491229861974716,2,1631,0.633946251801175,2
1,17539095,287430,0.644390344619751,0.533488690853119,2,1636,0.618862770947011,2
1,17588981,62401,0.494960367679596,0.582531094551086,2,1641,0.424836006446167,2
1,17622091,700357,0.473085641860962,0.612085700035095,2,1646,0.386453761159456,2
1,17705732,336298,0.370434284210205,0.377806633710861,2,1651,0.490243223857342,2
1,17791187,778526,0.321630954742432,0.446208447217941,2,1656,0.360404376864405,2
1,17929104,404839,0.285698026418686,0.310814917087555,2,1661,0.459595100994149,2
1,17946092,395143,0.319299548864365,0.406471192836761,2,1666,0.392770206710067,2
1,17963516,82374,0.570308327674866,0.44561380147934,2,1671,0.612461787945177,2
1,18016261,821,0.695394217967987,0.528748869895935,2,1676,0.676811616383023,2
1,18030743,912370,0.591328382492065,0.546679854393005,2,1681,0.549246132707466,2
1,18077419,223935,0.423377215862274,0.372963130474091,2,1686,0.540200256028247,2
1,18146429,595545,0.314149856567383,0.338706403970718,2,1691,0.46374950825338,2
1,18170275,213084,0.313955307006836,0.527496933937073,2,1696,0.297589698449592,2
1,18197145,372547,0.633074939250946,0.345274239778519,2,1701,0.719787212416287,2
1,18212335,385534,0.409271240234375,0.493469685316086,2,1706,0.414687317592996,2
1,18234646,119669,0.446053862571716,0.540566980838776,2,1711,0.412579641730607,2
1,18268300,834,0.404050350189209,0.457475423812866,2,1716,0.441608804710883,2
1,18311517,633438,0.611002147197723,0.513719618320465,2,1721,0.600027198857231,2
1,18320440,781308,0.329043447971344,0.460290938615799,2,1726,0.357429856169723,2
1,18339871,671091,0.580603778362274,0.479423522949219,2,1731,0.597180971359166,2
1,18352310,629450,0.389268517494202,0.403999119997025,2,1736,0.4817690165972,2
1,18399587,666463,0.601452350616455,0.567318439483643,2,1741,0.539444610364349,2
1,18450835,266544,0.326221823692322,0.508158206939697,2,1746,0.320984507617166,2
1,18466954,538590,0.453431129455566,0.383374124765396,2,1751,0.55680673444292,2
1,18494992,598110,0.43090894818306,0.573946118354797,2,1756,0.375391464810538,2
1,18505388,649062,0.637759327888489,0.545792162418366,2,1761,0.601239078083493,2
