"ID","family","joint","model","interval","state","certainty"
"elk-115","gamma",FALSE,"M21",119,2,0.999434940081972
"elk-115","gamma",FALSE,"M21",120,2,0.978363354977106
"elk-115","gamma",FALSE,"M21",121,2,0.93086785853176
"elk-115","gamma",FALSE,"M21",122,2,0.996341703355225
"elk-115","gamma",FALSE,"M21",123,2,0.998450686798255
"elk-115","gamma",FALSE,"M21",124,2,0.982234534614142
"elk-115","gamma",FALSE,"M21",125,2,0.961869712668988
"elk-115","gamma",FALSE,"M21",126,1,0.84869070702422
"elk-115","gamma",FALSE,"M21",127,1,0.999953612594692
"elk-115","gamma",FALSE,"M21",128,1,0.999773777149219
"elk-115","gamma",FALSE,"M21",129,1,0.999996827959135
"elk-115","gamma",FALSE,"M21",130,1,0.999048089438531
"elk-115","gamma",FALSE,"M21",131,1,0.998590637571285
"elk-115","gamma",FALSE,"M21",132,1,0.998898318207846
"elk-115","gamma",FALSE,"M21",133,1,0.99992361749307
"elk-115","gamma",FALSE,"M21",134,2,0.98953053769402
"elk-115","gamma",FALSE,"M21",135,2,0.999713645026889
"elk-115","gamma",FALSE,"M21",136,2,0.998992035579875
"elk-115","gamma",FALSE,"M21",137,2,0.944995009958069
"elk-115","gamma",FALSE,"M21",138,2,0.874256563562907
"elk-115","gamma",FALSE,"M21",139,2,0.997704624769043
"elk-115","gamma",FALSE,"M21",140,2,0.999886027171584
"elk-115","gamma",FALSE,"M21",141,2,0.999814130016494
"elk-115","gamma",FALSE,"M21",142,2,0.997864887461973
"elk-115","gamma",FALSE,"M21",143,2,0.99745531720388
"elk-115","gamma",FALSE,"M21",144,2,0.963516863766279
"elk-115","gamma",FALSE,"M21",145,2,0.725513374930711
"elk-115","gamma",FALSE,"M21",146,2,0.996347796489647
"elk-115","gamma",FALSE,"M21",147,2,0.999880666525809
"elk-115","gamma",FALSE,"M21",148,2,0.999478026371893
"elk-115","gamma",FALSE,"M21",149,2,0.999938520952276
"elk-115","gamma",FALSE,"M21",150,2,0.99947705680211
"elk-115","gamma",FALSE,"M21",151,2,0.999850111256208
"elk-115","gamma",FALSE,"M21",152,2,0.997649062839035
"elk-115","gamma",FALSE,"M21",153,2,0.997503462907261
"elk-115","gamma",FALSE,"M21",154,2,0.999940791373547
"elk-115","gamma",FALSE,"M21",155,2,0.999913820713454
"elk-115","gamma",FALSE,"M21",156,2,0.99992111885239
"elk-115","gamma",FALSE,"M21",157,2,0.998126488506758
"elk-115","gamma",FALSE,"M21",158,2,0.99983170733058
"elk-115","gamma",FALSE,"M21",159,2,0.998781673777312
"elk-115","gamma",FALSE,"M21",160,2,0.995304581104515
"elk-115","gamma",FALSE,"M21",161,2,0.999540911250471
"elk-115","gamma",FALSE,"M21",162,2,0.999805323157226
"elk-115","gamma",FALSE,"M21",163,2,0.999012770647709
"elk-115","gamma",FALSE,"M21",164,2,0.999873419720934
"elk-115","gamma",FALSE,"M21",165,2,0.999826645059256
"elk-115","gamma",FALSE,"M21",166,2,0.999943260103274
"elk-115","gamma",FALSE,"M21",167,2,0.999685309173056
"elk-115","gamma",FALSE,"M21",168,2,0.992473012002988
"elk-115","gamma",FALSE,"M21",169,2,0.999252706276462
"elk-115","gamma",FALSE,"M21",170,2,0.999580844190198
"elk-115","gamma",FALSE,"M21",171,2,0.999458503123477
"elk-115","gamma",FALSE,"M21",172,2,0.989350974819537
"elk-115","gamma",FALSE,"M21",173,2,0.999611152186182
"elk-115","gamma",FALSE,"M21",174,2,0.99988288557674
"elk-115","gamma",FALSE,"M21",175,2,0.998265439337861
"elk-115","gamma",FALSE,"M21",176,2,0.996608776217346
"elk-115","gamma",FALSE,"M21",177,2,0.998862191956453
"elk-115","gamma",FALSE,"M21",178,2,0.999930516142516
"elk-115","gamma",FALSE,"M21",179,2,0.99966845420742
"elk-115","gamma",FALSE,"M21",180,2,0.999940371186808
"elk-115","gamma",FALSE,"M21",181,2,0.996715713795733
"elk-115","gamma",FALSE,"M21",182,2,0.998286888306233
"elk-115","gamma",FALSE,"M21",183,2,0.996021255169929
"elk-115","gamma",FALSE,"M21",184,2,0.964942217467678
"elk-115","gamma",FALSE,"M21",185,1,0.955637932381057
"elk-115","gamma",FALSE,"M21",186,1,0.999283443429826
"elk-115","gamma",FALSE,"M21",187,1,0.99919181814764
"elk-115","gamma",FALSE,"M21",188,1,0.999215204276053
"elk-115","gamma",FALSE,"M21",189,1,0.999807898746108
"elk-115","gamma",FALSE,"M21",190,1,0.999814671607877
"elk-115","gamma",FALSE,"M21",191,1,0.999813398631774
"elk-115","gamma",FALSE,"M21",192,1,0.999695466638963
"elk-115","gamma",FALSE,"M21",193,1,0.989398653259423
"elk-115","gamma",FALSE,"H2",1,2,1
"elk-115","gamma",FALSE,"H2",2,2,1
"elk-115","gamma",FALSE,"H2",3,2,1
"elk-115","gamma",FALSE,"H2",4,2,1
"elk-115","gamma",FALSE,"H2",5,2,0.999999887443332
"elk-115","gamma",FALSE,"H2",6,2,1
"elk-115","gamma",FALSE,"H2",7,2,1
"elk-115","gamma",FALSE,"H2",8,2,1
"elk-115","gamma",FALSE,"H2",9,2,1
"elk-115","gamma",FALSE,"H2",10,2,1
"elk-115","gamma",FALSE,"H2",11,2,1
"elk-115","gamma",FALSE,"H2",12,2,1
"elk-115","gamma",FALSE,"H2",13,2,1
"elk-115","gamma",FALSE,"H2",14,2,1
"elk-115","gamma",FALSE,"H2",15,2,1
"elk-115","gamma",FALSE,"H2",16,2,1
"elk-115","gamma",FALSE,"H2",17,2,1
"elk-115","gamma",FALSE,"H2",18,2,1
"elk-115","gamma",FALSE,"H2",19,2,1
"elk-115","gamma",FALSE,"H2",20,2,1
"elk-115","gamma",FALSE,"H2",21,2,1
"elk-115","gamma",FALSE,"H2",22,2,1
"elk-115","gamma",FALSE,"H2",23,2,1
"elk-115","gamma",FALSE,"H2",24,2,1
"elk-115","gamma",FALSE,"H2",25,2,1
"elk-115","gamma",FALSE,"H2",26,2,1
"elk-115","gamma",FALSE,"H2",27,2,0.999999999999991
"elk-115","gamma",FALSE,"H2",28,2,1
"elk-115","gamma",FALSE,"H2",29,2,1
"elk-115","gamma",FALSE,"H2",30,2,1
"elk-115","gamma",FALSE,"H2",31,2,1
"elk-115","gamma",FALSE,"H2",32,2,1
"elk-115","gamma",FALSE,"H2",33,2,1
"elk-115","gamma",FALSE,"H2",34,2,1
"elk-115","gamma",FALSE,"H2",35,2,1
"elk-115","gamma",FALSE,"H2",36,2,0.999999999999826
"elk-115","gamma",FALSE,"H2",37,2,1
"elk-115","gamma",FALSE,"H2",38,2,1
"elk-115","gamma",FALSE,"H2",39,2,0.997656517604849
"elk-115","gamma",FALSE,"H2",40,2,1
"elk-115","gamma",FALSE,"H2",41,2,1
"elk-115","gamma",FALSE,"H2",42,2,0.999387789224429
"elk-115","gamma",FALSE,"H2",43,2,1
"elk-115","gamma",FALSE,"H2",44,2,1
"elk-115","gamma",FALSE,"H2",45,2,1
"elk-115","gamma",FALSE,"H2",46,2,1
"elk-115","gamma",FALSE,"H2",47,2,0.99999791063761
"elk-115","gamma",FALSE,"H2",48,2,1
"elk-115","gamma",FALSE,"H2",49,2,1
"elk-115","gamma",FALSE,"H2",50,2,1
"elk-115","gamma",FALSE,"H2",51,2,1
"elk-115","gamma",FALSE,"H2",52,2,1
"elk-115","gamma",FALSE,"H2",53,2,0.999999887394021
"elk-115","gamma",FALSE,"H2",54,2,0.999999513047121
"elk-115","gamma",FALSE,"H2",55,2,0.999999999999991
"elk-115","gamma",FALSE,"H2",56,2,0.999999998657034
"elk-115","gamma",FALSE,"H2",57,2,1
"elk-115","gamma",FALSE,"H2",58,2,1
"elk-115","gamma",FALSE,"H2",59,2,0.999999999984532
"elk-115","gamma",FALSE,"H2",60,2,0.999999994094646
"elk-115","gamma",FALSE,"H2",61,2,0.999999999999991
"elk-115","gamma",FALSE,"H2",62,2,1
"elk-115","gamma",FALSE,"H2",63,2,1
"elk-115","gamma",FALSE,"H2",64,2,0.999991125729671
"elk-115","gamma",FALSE,"H2",65,2,1
"elk-115","gamma",FALSE,"H2",66,2,1
"elk-115","gamma",FALSE,"H2",67,2,1
"elk-115","gamma",FALSE,"H2",68,2,1
"elk-115","gamma",FALSE,"H2",69,2,0.99176389026492
"elk-115","gamma",FALSE,"H2",70,2,1
"elk-115","gamma",FALSE,"H2",71,2,1
"elk-115","gamma",FALSE,"H2",72,2,1
"elk-115","gamma",FALSE,"H2",73,2,1
"elk-115","gamma",FALSE,"H2",74,2,1
"elk-115","gamma",FALSE,"H2",75,2,1
"elk-115","gamma",FALSE,"H2",76,2,1
"elk-115","gamma",FALSE,"H2",77,2,0.68029855699294
"elk-115","gamma",FALSE,"H2",78,1,0.898904949624
"elk-115","gamma",FALSE,"H2",79,1,0.976058587936919
"elk-115","gamma",FALSE,"H2",80,1,0.973764540815763
"elk-115","gamma",FALSE,"H2",81,1,0.930659591750919
"elk-115","gamma",FALSE,"H2",82,2,1
"elk-115","gamma",FALSE,"H2",83,2,1
"elk-115","gamma",FALSE,"H2",84,2,1
"elk-115","gamma",FALSE,"H2",85,2,0.999962812695681
"elk-115","gamma",FALSE,"H2",86,2,1
"elk-115","gamma",FALSE,"H2",87,2,1
"elk-115","gamma",FALSE,"H2",88,2,1
"elk-115","gamma",FALSE,"H2",89,2,1
"elk-115","gamma",FALSE,"H2",90,2,1
"elk-115","gamma",FALSE,"H2",91,2,1
"elk-115","gamma",FALSE,"H2",92,2,1
"elk-115","gamma",FALSE,"H2",93,2,1
"elk-115","gamma",FALSE,"H2",94,2,0.99999791063761
"elk-115","gamma",FALSE,"H2",95,2,1
"elk-115","gamma",FALSE,"H2",96,2,1
"elk-115","gamma",FALSE,"H2",97,2,1
"elk-115","gamma",FALSE,"H2",98,2,1
"elk-115","gamma",FALSE,"H2",99,2,1
"elk-115","gamma",FALSE,"H2",100,2,0.997656517604849
"elk-115","gamma",FALSE,"H2",101,2,1
"elk-115","gamma",FALSE,"H2",102,2,0.999999974149236
"elk-115","gamma",FALSE,"H2",103,2,1
"elk-115","gamma",FALSE,"H2",104,2,0.998024460304891
"elk-115","gamma",FALSE,"H2",105,2,0.984932791879571
"elk-115","gamma",FALSE,"H2",106,2,0.962669153412193
"elk-115","gamma",FALSE,"H2",107,2,1
"elk-115","gamma",FALSE,"H2",108,2,0.999999999996526
"elk-115","gamma",FALSE,"H2",109,2,0.999999999999998
"elk-115","gamma",FALSE,"H2",110,2,0.999999513096431
"elk-115","gamma",FALSE,"H2",111,2,0.999999999996525
"elk-115","gamma",FALSE,"H2",112,2,1
"elk-115","gamma",FALSE,"H2",113,2,0.999999974149236
"elk-115","gamma",FALSE,"H2",114,2,1
"elk-115","gamma",FALSE,"H2",115,2,1
"elk-115","gamma",FALSE,"H2",116,2,1
"elk-115","gamma",FALSE,"H2",117,2,1
"elk-115","gamma",FALSE,"H2",118,2,0.999999999999826
"elk-115","gamma",FALSE,"H2",119,2,1
"elk-115","gamma",FALSE,"H2",120,2,1
"elk-115","gamma",FALSE,"H2",121,2,1
"elk-115","gamma",FALSE,"H2",122,2,1
"elk-115","gamma",FALSE,"H2",123,2,1
"elk-115","gamma",FALSE,"H2",124,2,1
"elk-115","gamma",FALSE,"H2",125,2,1
"elk-115","gamma",FALSE,"H2",126,2,0.997656517604849
"elk-115","gamma",FALSE,"H2",127,2,1
"elk-115","gamma",FALSE,"H2",128,2,1
"elk-115","gamma",FALSE,"H2",129,2,1
"elk-115","gamma",FALSE,"H2",130,2,1
"elk-115","gamma",FALSE,"H2",131,2,1
"elk-115","gamma",FALSE,"H2",132,2,1
"elk-115","gamma",FALSE,"H2",133,2,1
"elk-115","gamma",FALSE,"H2",134,2,0.999999999999991
"elk-115","gamma",FALSE,"H2",135,2,0.999999999999991
"elk-115","gamma",FALSE,"H2",136,2,1
"elk-115","gamma",FALSE,"H2",137,2,1
"elk-115","gamma",FALSE,"H2",138,2,1
"elk-115","gamma",FALSE,"H2",139,2,1
"elk-115","gamma",FALSE,"H2",140,2,1
"elk-115","gamma",FALSE,"H2",141,2,0.999999999999991
"elk-115","gamma",FALSE,"H2",142,2,0.999999998657034
"elk-115","gamma",FALSE,"H2",143,2,1
"elk-115","gamma",FALSE,"H2",144,2,1
"elk-115","gamma",FALSE,"H2",145,2,0.976923583616926
"elk-115","gamma",FALSE,"H2",146,2,1
"elk-115","gamma",FALSE,"H2",147,2,1
"elk-115","gamma",FALSE,"H2",148,2,0.999999999996526
"elk-115","gamma",FALSE,"H2",149,2,1
"elk-115","gamma",FALSE,"H2",150,2,0.999999999996526
"elk-115","gamma",FALSE,"H2",151,2,0.999999999999998
"elk-115","gamma",FALSE,"H2",152,2,1
"elk-115","gamma",FALSE,"H2",153,2,1
"elk-115","gamma",FALSE,"H2",154,2,1
"elk-115","gamma",FALSE,"H2",155,2,1
"elk-115","gamma",FALSE,"H2",156,2,1
"elk-115","gamma",FALSE,"H2",157,2,0.999999998657034
"elk-115","gamma",FALSE,"H2",158,2,1
"elk-115","gamma",FALSE,"H2",159,2,1
"elk-115","gamma",FALSE,"H2",160,2,1
"elk-115","gamma",FALSE,"H2",161,2,1
"elk-115","gamma",FALSE,"H2",162,2,1
"elk-115","gamma",FALSE,"H2",163,2,1
"elk-115","gamma",FALSE,"H2",164,2,1
"elk-115","gamma",FALSE,"H2",165,2,1
"elk-115","gamma",FALSE,"H2",166,2,1
"elk-115","gamma",FALSE,"H2",167,2,0.999999999999961
"elk-115","gamma",FALSE,"H2",168,2,0.999999513096432
"elk-115","gamma",FALSE,"H2",169,2,1
"elk-115","gamma",FALSE,"H2",170,2,1
"elk-115","gamma",FALSE,"H2",171,2,1
"elk-115","gamma",FALSE,"H2",172,2,0.99999791063761
"elk-115","gamma",FALSE,"H2",173,2,1
"elk-115","gamma",FALSE,"H2",174,2,1
"elk-115","gamma",FALSE,"H2",175,2,1
"elk-115","gamma",FALSE,"H2",176,2,1
"elk-115","gamma",FALSE,"H2",177,2,1
"elk-115","gamma",FALSE,"H2",178,2,1
"elk-115","gamma",FALSE,"H2",179,2,1
"elk-115","gamma",FALSE,"H2",180,2,1
"elk-115","gamma",FALSE,"H2",181,2,1
"elk-115","gamma",FALSE,"H2",182,2,1
"elk-115","gamma",FALSE,"H2",183,2,1
"elk-115","gamma",FALSE,"H2",184,2,1
"elk-115","gamma",FALSE,"H2",185,1,0.953024182379607
"elk-115","gamma",FALSE,"H2",186,1,0.997759967257257
"elk-115","gamma",FALSE,"H2",187,1,0.999840113643765
"elk-115","gamma",FALSE,"H2",188,1,0.999937780180051
"elk-115","gamma",FALSE,"H2",189,1,0.999942870567816
"elk-115","gamma",FALSE,"H2",190,1,0.999942696914683
"elk-115","gamma",FALSE,"H2",191,1,0.999933864793236
"elk-115","gamma",FALSE,"H2",192,1,0.999743731218494
"elk-115","gamma",FALSE,"H2",193,1,0.995655722761925
"elk-115","gamma",FALSE,"H3",1,3,0.999999999879443
"elk-115","gamma",FALSE,"H3",2,3,0.988878488893441
"elk-115","gamma",FALSE,"H3",3,3,0.977953364418214
"elk-115","gamma",FALSE,"H3",4,3,0.976721629794294
"elk-115","gamma",FALSE,"H3",5,3,0.986272988537516
"elk-115","gamma",FALSE,"H3",6,3,0.999999999820414
"elk-115","gamma",FALSE,"H3",7,2,0.615304901940192
"elk-115","gamma",FALSE,"H3",8,2,0.838235372218538
"elk-115","gamma",FALSE,"H3",9,2,0.923626558870791
"elk-115","gamma",FALSE,"H3",10,2,0.955995915450805
"elk-115","gamma",FALSE,"H3",11,2,0.968002404140616
"elk-115","gamma",FALSE,"H3",12,2,0.971108842576088
"elk-115","gamma",FALSE,"H3",13,2,0.987530646541186
"elk-115","gamma",FALSE,"H3",14,2,0.994568708373482
"elk-115","gamma",FALSE,"H3",15,2,0.996994172119809
"elk-115","gamma",FALSE,"H3",16,2,0.99828504863038
"elk-115","gamma",FALSE,"H3",17,2,0.998782357588225
"elk-115","gamma",FALSE,"H3",18,2,0.998795254259198
"elk-115","gamma",FALSE,"H3",19,2,0.999003723607599
"elk-115","gamma",FALSE,"H3",20,2,0.99921545452359
"elk-115","gamma",FALSE,"H3",21,2,0.999250336471786
"elk-115","gamma",FALSE,"H3",22,2,0.999233851427074
"elk-115","gamma",FALSE,"H3",23,2,0.99920631330643
"elk-115","gamma",FALSE,"H3",24,2,0.999288329513753
"elk-115","gamma",FALSE,"H3",25,2,0.999270578133111
"elk-115","gamma",FALSE,"H3",26,2,0.99912682107493
"elk-115","gamma",FALSE,"H3",27,2,0.999083183484848
"elk-115","gamma",FALSE,"H3",28,2,0.999181838310893
"elk-115","gamma",FALSE,"H3",29,2,0.999096928811113
"elk-115","gamma",FALSE,"H3",30,2,0.999033422471732
"elk-115","gamma",FALSE,"H3",31,2,0.999061970164176
"elk-115","gamma",FALSE,"H3",32,2,0.99875288612034
"elk-115","gamma",FALSE,"H3",33,2,0.998189522986071
"elk-115","gamma",FALSE,"H3",34,2,0.997069608581919
"elk-115","gamma",FALSE,"H3",35,2,0.997102081959422
"elk-115","gamma",FALSE,"H3",36,2,0.997653279690536
"elk-115","gamma",FALSE,"H3",37,2,0.997741554375262
"elk-115","gamma",FALSE,"H3",38,2,0.996769593414882
"elk-115","gamma",FALSE,"H3",39,2,0.992563988765432
"elk-115","gamma",FALSE,"H3",40,2,0.994915907108545
"elk-115","gamma",FALSE,"H3",41,2,0.995351254997936
"elk-115","gamma",FALSE,"H3",42,2,0.993536020822423
"elk-115","gamma",FALSE,"H3",43,2,0.996156506906675
"elk-115","gamma",FALSE,"H3",44,2,0.99698611015072
"elk-115","gamma",FALSE,"H3",45,2,0.996613645530492
"elk-115","gamma",FALSE,"H3",46,2,0.994912756515833
"elk-115","gamma",FALSE,"H3",47,2,0.995636609088467
"elk-115","gamma",FALSE,"H3",48,2,0.997714140398082
"elk-115","gamma",FALSE,"H3",49,2,0.998241686383368
"elk-115","gamma",FALSE,"H3",50,2,0.998282380068953
"elk-115","gamma",FALSE,"H3",51,2,0.997390178459677
"elk-115","gamma",FALSE,"H3",52,2,0.995096160142992
"elk-115","gamma",FALSE,"H3",53,2,0.992498418880592
"elk-115","gamma",FALSE,"H3",54,2,0.990183942703745
"elk-115","gamma",FALSE,"H3",55,2,0.988586329360402
"elk-115","gamma",FALSE,"H3",56,2,0.983240273446748
"elk-115","gamma",FALSE,"H3",57,2,0.975138319733927
"elk-115","gamma",FALSE,"H3",58,2,0.95175966346592
"elk-115","gamma",FALSE,"H3",59,2,0.885734691910371
"elk-115","gamma",FALSE,"H3",60,2,0.766894866579113
"elk-115","gamma",FALSE,"H3",61,2,0.595488810971487
"elk-115","gamma",FALSE,"H3",62,3,0.775634839829571
"elk-115","gamma",FALSE,"H3",63,3,0.901965794213422
"elk-115","gamma",FALSE,"H3",64,3,0.910318124087341
"elk-115","gamma",FALSE,"H3",65,3,0.917979529326249
"elk-115","gamma",FALSE,"H3",66,3,0.951614337534442
"elk-115","gamma",FALSE,"H3",67,3,0.950873247404233
"elk-115","gamma",FALSE,"H3",68,3,0.957182301024275
"elk-115","gamma",FALSE,"H3",69,3,0.971065357505861
"elk-115","gamma",FALSE,"H3",70,3,0.988750155866059
"elk-115","gamma",FALSE,"H3",71,3,0.999999901713139
"elk-115","gamma",FALSE,"H3",72,3,0.999999413790241
"elk-115","gamma",FALSE,"H3",73,2,0.634534619336607
"elk-115","gamma",FALSE,"H3",74,2,0.861797503859994
"elk-115","gamma",FALSE,"H3",75,2,0.951887983872149
"elk-115","gamma",FALSE,"H3",76,2,0.990868640810523
"elk-115","gamma",FALSE,"H3",77,1,0.681529276201554
"elk-115","gamma",FALSE,"H3",78,1,0.987126963394324
"elk-115","gamma",FALSE,"H3",79,1,0.995684755698761
"elk-115","gamma",FALSE,"H3",80,1,0.990149785333119
"elk-115","gamma",FALSE,"H3",81,1,0.940714502013951
"elk-115","gamma",FALSE,"H3",82,3,0.999983269764523
"elk-115","gamma",FALSE,"H3",83,3,0.999999999308931
"elk-115","gamma",FALSE,"H3",84,3,0.967064579917212
"elk-115","gamma",FALSE,"H3",85,3,0.947272794807955
"elk-115","gamma",FALSE,"H3",86,3,0.922203475534107
"elk-115","gamma",FALSE,"H3",87,3,0.913900821754365
"elk-115","gamma",FALSE,"H3",88,3,0.91711045958816
"elk-115","gamma",FALSE,"H3",89,3,0.929046462130869
"elk-115","gamma",FALSE,"H3",90,3,0.934672715888679
"elk-115","gamma",FALSE,"H3",91,3,0.962703701635153
