"ID","step_index","step_km","log1p_step_km","gaussian_k2_state","gaussian_k3_state","mixture_k2_state","mixture_k2_exploratory_probability"
"elk-115",56,0.125738816600126,0.118439545973096,1,2,1,6.19335588553396e-08
"elk-115",57,0.593384361101639,0.465860283118448,1,2,1,6.66011544045514e-05
"elk-115",58,0.45530017570829,0.375212185673954,1,2,1,1.43083385398678e-05
"elk-115",59,0.1625,0.150572858479374,1,2,1,1.91242677059259e-07
"elk-115",60,0.120739388767709,0.113988636034206,1,2,1,5.25944495282488e-08
"elk-115",61,0.211151604303638,0.191571646086073,1,2,1,3.99266547227918e-06
"elk-115",62,1.96148132797638,1.08568959179398,2,3,2,0.906994224874111
"elk-115",63,2.58257511991423,1.27608184907376,2,3,2,0.990505279144407
"elk-115",64,0.074908277246243,0.0722353344475029,1,2,1,1.01645015820653e-07
"elk-115",65,0.409201967248448,0.343023563487695,1,2,1,5.95079117230016e-05
"elk-115",66,2.39933657497234,1.22358028757462,2,3,2,0.911595819234598
"elk-115",67,1.04999297616698,0.717836366884439,1,2,1,0.0309215113938537
"elk-115",68,1.11554336536058,0.749311689838402,1,2,1,0.0083467747876375
"elk-115",69,0.0156923548264752,0.0155705029353598,1,2,1,4.50263730123127e-09
"elk-115",70,0.290146514712826,0.254755789220932,1,2,1,1.39638215112932e-05
"elk-115",71,6.8143451629632,2.0559611680355,2,3,2,0.999999998034085
"elk-115",72,7.74647823207424,2.16865113158664,2,3,2,0.999999999955376
"elk-115",73,0.460434577328854,0.378734047134269,1,2,1,0.000119045310824696
"elk-115",74,0.668006736492979,0.511629342593255,1,2,1,0.000143588998520909
"elk-115",75,0.280855834904671,0.247528475523353,1,2,1,1.57247936392153e-06
"elk-115",76,0.225998340701873,0.203755484088857,1,2,1,7.09254891587178e-07
"elk-115",77,0.0416293165929973,0.0407861378066883,1,1,1,6.19310675556587e-09
"elk-115",78,0.0206155281280883,0.0204059042371535,1,1,1,4.50599989884031e-09
"elk-115",79,0.0097082439194738,0.00966142171648071,1,1,1,4.01472997024569e-09
"elk-115",80,0.0244182308941496,0.0241248718406238,1,1,1,4.72861647981263e-09
"elk-115",81,0.00509901951359278,0.00508606353678171,1,1,1,2.68839853912957e-08
"elk-115",82,1.88536634371148,1.05965187412085,2,3,2,0.872665313615789
"elk-115",83,14.0680790444183,2.71257853566275,2,3,2,1
"elk-115",84,0.548003649622884,0.436966132802278,1,2,1,0.000320112557456744
"elk-115",85,0.0631446751515914,0.0612311909000579,1,2,1,9.81738525998772e-09
"elk-115",86,0.875128561983895,0.628677223463217,1,2,1,0.00100400831299955
"elk-115",87,0.913057500927516,0.648702747992539,1,2,1,0.00167538710760224
"elk-115",88,1.0705765969794,0.727827117755046,1,2,1,0.0309475543135838
"elk-115",89,2.1769750228241,1.15592949338178,2,2,2,0.79268313848665
"elk-115",90,0.42064385173208,0.351110185563606,1,2,1,0.000269025550865384
"elk-115",91,1.55585667720391,0.938387461861723,2,3,2,0.502791820011029
"elk-115",92,2.47440725225255,1.24542388957585,2,3,2,0.961721099311933
"elk-115",93,0.540283490401104,0.431966484160075,1,2,1,0.000284319612691735
"elk-115",94,0.075823808925693,0.0730867019801087,1,2,1,1.35242759706329e-08
"elk-115",95,0.65779043015234,0.505485649539698,1,2,1,0.000998187789199025
"elk-115",96,2.8425288037239,1.34613069249202,2,3,2,0.983301682057485
"elk-115",97,0.619932455998232,0.482384454546829,1,2,1,0.000679329733010613
"elk-115",98,0.536553818363079,0.429542128569895,1,2,1,0.000282446954315396
"elk-115",99,3.20539498346148,1.43636822087125,2,3,2,0.995275111753598
"elk-115",100,0.0449444101084885,0.0439636879333812,1,1,1,4.02173596376256e-07
"elk-115",101,10.6512633992405,2.45541462041857,2,3,2,0.999999999999974
"elk-115",102,0.0930228466560769,0.0889471116804965,1,1,1,1.15494070558538e-06
"elk-115",103,2.25460417812085,1.18007066400219,2,3,2,0.840831398105885
"elk-115",104,0.0457083143421413,0.0446944685730495,1,1,1,4.50653138589208e-08
"elk-115",105,0.0431740662898458,0.042268052113073,1,1,1,6.37078848220297e-09
"elk-115",106,0.00447213595499958,0.00446216566959572,1,1,1,3.84397021007057e-09
"elk-115",107,0.437437138341042,0.362861762883481,1,2,1,1.15761726454566e-05
"elk-115",108,0.168928979159882,0.156087927145545,1,2,1,2.26992307607826e-07
"elk-115",109,0.261396250929504,0.232219243092611,1,2,1,1.1983524700497e-06
"elk-115",110,0.0740624736286873,0.0714481635091496,1,2,1,1.27944902852826e-08
"elk-115",111,0.17111472759526,0.157956053851673,1,2,1,2.79226426436368e-07
"elk-115",112,1.28886044628579,0.828054072002112,1,2,1,0.0238981779834548
"elk-115",113,0.106230880632705,0.100958634146766,1,2,1,2.99869126236162e-07
"elk-115",114,4.24542589147426,1.65735643807021,2,3,2,0.999968591914774
"elk-115",115,1.96520921278117,1.08694759076349,2,3,2,0.987795860197738
"elk-115",116,3.87585474444025,1.58429542127379,2,3,2,0.999989126333209
"elk-115",117,9.50487975989176,2.35183988824305,2,3,2,0.9999999999999
"elk-115",118,0.191387042403607,0.175118210212067,1,2,1,2.99555260338322e-06
"elk-115",119,0.496477592646436,0.403114075025404,1,2,1,0.000172660431657205
"elk-115",120,2.1081046582179,1.13401310575373,2,3,2,0.951758486469556
"elk-115",121,2.48173487705677,1.24753069745252,2,3,2,0.98857708389355
"elk-115",122,1.00278212987667,0.694537278863782,1,2,1,0.0235750586550417
"elk-115",123,0.980010841776763,0.683102320336282,1,2,1,0.0124133912268785
"elk-115",124,1.92242977765119,1.07241538589788,1,2,2,0.521933363519227
"elk-115",125,0.918828057908551,0.651714613172045,1,2,1,0.00654089304388963
"elk-115",126,0.0281602556806574,0.0277710456232138,1,1,1,4.07259661361324e-08
"elk-115",127,9.39796770583938,2.34161037415168,2,3,2,0.99999999999986
"elk-115",128,3.09883546675199,1.41070290086588,2,3,2,0.99988896055922
"elk-115",129,9.71337124792417,2.37149261064472,2,3,2,0.999999999999993
"elk-115",130,2.5786853239587,1.27499550502342,2,3,2,0.999229470114795
"elk-115",131,3.67075853877642,1.54132148649432,2,3,2,0.999981830340025
"elk-115",132,3.78932332349722,1.56638913286252,2,3,2,0.999987179369989
"elk-115",133,9.21663204484154,2.32401698494898,2,3,2,0.999999999999749
"elk-115",134,0.209502386621251,0.190209024295639,1,2,1,4.221833270082e-06
"elk-115",135,0.211559093399457,0.191908037137673,1,2,1,5.60165860909634e-07
"elk-115",136,0.555398280515883,0.441731641784899,1,2,1,0.000343735727852155
"elk-115",137,2.4385356774097,1.23504570558831,2,3,2,0.989290860284717
"elk-115",138,3.25285474621908,1.44759046243622,2,3,2,0.99944679159954
"elk-115",139,0.831472188350278,0.605120117945503,1,2,1,0.00525789311958591
"elk-115",140,0.315174951415876,0.273969699682113,1,2,1,2.58345879143381e-06
"elk-115",141,0.246617112139446,0.220433572347528,1,2,1,9.69294114650109e-07
"elk-115",142,0.110146493362249,0.104491982618203,1,2,1,4.08713198655322e-08
"elk-115",143,1.19907599842545,0.788037271423563,1,2,1,0.0139806192964
"elk-115",144,1.20526770885144,0.790848911439173,1,2,1,0.0145581000612882
"elk-115",145,0.00894427190999916,0.00890450883528074,1,2,1,4.38498045252147e-09
"elk-115",146,0.534731007142844,0.428355126036544,1,2,1,3.53467655676125e-05
"elk-115",147,0.459230062169279,0.377908941941285,1,2,1,1.49803401468202e-05
"elk-115",148,0.173897239771079,0.160329187567331,1,2,1,2.57374089712384e-07
"elk-115",149,0.363691146441593,0.310195101554052,1,2,1,4.67529652871023e-06
"elk-115",150,0.170103644875705,0.157092330250064,1,2,1,2.33950125199262e-07
"elk-115",151,0.220216370871922,0.199028196193657,1,2,1,1.89476723390083e-06
"elk-115",152,1.66708638048543,0.980986633308832,1,2,1,0.282796145673846
"elk-115",153,1.46360821260336,0.901627028403438,1,2,1,0.158485046046532
"elk-115",154,0.235461780338126,0.211444811397527,1,2,1,1.71011457567045e-06
"elk-115",155,0.443444754168995,0.367032447250593,1,2,1,1.2434328273275e-05
"elk-115",156,0.399819021558505,0.336342957949732,1,2,1,7.34136745376267e-06
"elk-115",157,0.128140547837131,0.120570744460431,1,2,1,6.69681155041229e-08
"elk-115",158,0.551337464716484,0.439117439326074,1,2,1,5.50012959201854e-05
"elk-115",159,1.32158512779162,0.842250197110565,1,2,1,0.0434926922006024
"elk-115",160,1.46054955410626,0.900384720973261,1,2,1,0.0841138121136789
"elk-115",161,0.798936324121015,0.587195559189675,1,2,1,0.00079312012589413
"elk-115",162,0.808490105072412,0.592492301049962,1,2,1,0.000552648584716579
"elk-115",163,0.761331071216721,0.566069813670585,1,2,1,0.000355990844809906
"elk-115",164,0.505920201217544,0.409404140734482,1,2,1,2.56955640005644e-05
"elk-115",165,0.595278926218626,0.467048596320072,1,2,1,6.79561237771236e-05
"elk-115",166,0.411830062040158,0.34488677916531,1,2,1,8.50697522661964e-06
"elk-115",167,0.197866748090729,0.180542264868103,1,2,1,4.35039824457165e-07
"elk-115",168,0.0878179936004006,0.084173849146256,1,2,1,1.87974774800145e-08
"elk-115",169,0.762764708150554,0.566883433448636,1,2,1,0.000364662702946359
"elk-115",170,0.966005305368454,0.676003720281076,1,2,1,0.00215091463450393
"elk-115",171,0.645914080973623,0.498295902213028,1,2,1,0.000116483695823462
"elk-115",172,0.0809459696340713,0.0778365555708158,1,2,1,1.54466934248553e-08
"elk-115",173,0.68147046891263,0.519668689696439,1,2,1,0.000164131507885792
"elk-115",174,0.55518938210308,0.441597327349317,1,2,1,5.28893525975498e-05
"elk-115",175,1.28779161745991,0.827586993084849,1,2,1,0.0285020987390434
"elk-115",176,1.31677722109702,0.840177091106809,1,2,1,0.0350128031297056
"elk-115",177,1.13120743013826,0.756688687721527,1,2,1,0.00958068293562125
"elk-115",178,0.438872418818955,0.363859764363168,1,2,1,1.25567634682435e-05
"elk-115",179,0.651143033441962,0.501467795614254,1,2,1,0.00012107274756542
"elk-115",180,0.367077988988716,0.312675607313223,1,2,1,5.96872996026507e-06
"elk-115",181,1.32032656945166,0.841707938466763,1,2,1,0.0325104519054266
"elk-115",182,1.21335773784981,0.794510700896406,1,2,1,0.0187094711815386
"elk-115",183,1.2195085075554,0.797285778380079,1,2,1,0.0167079532346206
"elk-115",184,0.940662665358842,0.663029494831919,1,2,1,0.00193464287327529
"elk-115",185,0.660328138125281,0.507015256403052,1,2,1,0.000134579175167962
"elk-115",186,0.0778331548891602,0.0749526876781624,1,1,1,1.41656893068331e-08
"elk-115",187,0.00806225774829855,0.00802993138106691,1,1,1,3.9569130051311e-09
"elk-115",188,0.00707106781186548,0.0070461850415105,1,1,1,3.92392375859604e-09
"elk-115",189,0.00223606797749979,0.00223357169804091,1,1,1,3.78150156920255e-09
"elk-115",190,0.00403112887414927,0.00402302564362723,1,1,1,3.83091435693684e-09
"elk-115",191,0.00403112887414927,0.00402302564362723,1,1,1,3.83091435610565e-09
"elk-115",192,0.001,0.000999500333083533,1,1,1,3.74973704544223e-09
"elk-115",193,0.00602079728939615,0.00600274471375555,1,1,1,6.54157058751723e-09
"elk-163",1,5.87319402029254,1.92762892108666,2,3,2,1
"elk-163",2,1.22062688811938,0.797789538057642,2,3,2,1
"elk-163",3,0.524461628720348,0.421641317382179,2,2,2,0.9979827926831
"elk-163",4,0.173072239252862,0.159626152815861,1,2,1,0.442907520517751
"elk-163",5,0.887590558760063,0.635301179141155,2,2,2,0.999999999999957
"elk-163",6,1.63495328679446,0.96886545386444,2,3,2,1
"elk-163",7,0.507640867149208,0.410546089465312,2,2,2,0.998576763254677
"elk-163",8,14.6111368910841,2.74798456282239,2,3,2,1
"elk-163",9,2.87843451375917,1.35543159638164,2,3,2,1
"elk-163",10,10.1893057295382,2.41495847656867,2,3,2,1
"elk-163",11,1.39558706285205,0.873628321014579,2,3,2,1
"elk-163",12,0.003,0.00299550897979848,1,1,1,0.0241387051225244
"elk-163",13,0.0911660572801084,0.0872469017582598,1,1,1,0.0275387697648927
"elk-163",14,14.9949192728737,2.77227112636616,2,3,2,1
"elk-163",15,0.15054567413247,0.140236329081617,1,1,1,0.0918858302316633
"elk-163",16,0.0486004115208915,0.0474563336041408,1,1,1,0.00588101187999241
"elk-163",17,0.217536778499637,0.196829783731603,1,2,1,0.0599162200841489
"elk-163",18,0.34557922391255,0.296824570099921,1,2,1,0.139049741311367
"elk-163",19,0.282818404634493,0.249059535970061,1,2,1,0.0853475628111812
"elk-163",20,0.153887133965124,0.143136359113099,1,2,1,0.118772324091961
"elk-163",21,1.93343450884689,1.07617392387358,2,3,2,1
"elk-163",22,0.401421536542324,0.337487104712852,2,2,2,0.918363508037264
"elk-163",23,19.7103712610899,3.03063460190495,2,3,2,1
"elk-163",24,5.25859727018527,1.83395608175756,2,3,2,1
"elk-163",25,1.02632012549691,0.706221401980628,2,3,2,1
"elk-163",26,0.46083836645835,0.379010494518568,2,2,2,0.958496028710774
"elk-163",27,0.132341414530751,0.124287537250326,1,2,1,0.227090202328855
"elk-163",28,4.75113073383589,1.74939648483907,2,3,2,1
"elk-163",29,0.888775140291401,0.63592854506098,2,3,2,0.999999999999988
"elk-163",30,3.03808364763053,1.39577023479014,2,3,2,1
"elk-163",31,4.53421349298861,1.71094945904283,2,3,2,1
"elk-163",32,12.7628752246506,2.62197476595692,2,3,2,1
"elk-163",33,8.17101874003481,2.21604837497618,2,3,2,1
"elk-163",34,0.0854180894190452,0.0819652486397107,1,1,1,0.104787826779023
"elk-163",35,0.816340155817414,0.59682357311083,2,2,2,0.999999999981792
"elk-163",36,0.710302752352826,0.53667040300294,2,2,2,0.999999971246384
"elk-163",37,0.21411970950849,0.194019295278781,1,2,2,0.505652712360456
"elk-163",38,4.90624329298905,1.7760099766807,2,3,2,1
"elk-163",39,0.0252388589282479,0.0249256185431057,1,1,1,0.018137603267639
"elk-163",40,0.0219544984001002,0.021716968676969,1,1,1,0.00626267656485407
"elk-163",41,0.175685087585714,0.161851030951046,1,1,1,0.147073869201965
"elk-163",42,4.81867266474908,1.76107217125659,2,3,2,1
"elk-163",43,4.77225892528895,1.75306349875666,2,3,2,1
"elk-163",44,0.0796303962064738,0.0766187568287914,1,1,1,0.0241005461880541
"elk-163",45,0.101118742080783,0.0963267012265725,1,1,1,0.0325482163733334
"elk-163",46,10.7540878274264,2.46420108029342,2,3,2,1
"elk-163",47,10.7538811249706,2.46418349455846,2,3,2,1
"elk-163",48,0.0223439029715043,0.0220979351502125,1,1,1,0.0198504916233805
"elk-163",49,0.0925418824100742,0.0885069835549183,1,1,1,0.0277554028845382
"elk-163",50,6.84700116839482,2.06013144204233,2,3,2,1
"elk-163",51,0.0269258240356725,0.0265697024720608,1,1,1,0.0178264562840564
"elk-163",52,0.0300832179129826,0.0296395930681521,1,1,1,0.00389226122569287
"elk-163",53,0.0626996810199223,0.0608125392364243,1,1,1,0.00398642675856589
"elk-163",54,0.109772492000501,0.104155032154917,1,1,1,0.00896624714696428
"elk-163",55,0.288340076992429,0.253354627763084,1,2,1,0.048537464829877
"elk-163",56,0.00948683298050514,0.0094421155757427,1,1,1,0.0051107414734247
"elk-163",57,0.0113137084989848,0.0112501871579406,1,1,1,0.00646412186776972
"elk-163",58,0.252578700606365,0.22520438681832,1,2,1,0.140906678156302
"elk-163",59,0.416143304643965,0.347937193995373,1,2,2,0.7815030580113
"elk-163",60,0.450124427242068,0.371649364641935,1,2,2,0.920308929180934
"elk-163",61,0.186324984905407,0.170860280666379,1,2,1,0.460846407251796
"elk-163",62,0.609741748611656,0.476073761541146,2,2,2,0.999918018127676
"elk-163",63,0.242848203616992,0.217405684087283,1,2,1,0.17813206397511
"elk-163",64,0.00223606797749979,0.00223357169804091,1,1,1,0.036145875973433
"elk-163",65,6.45699823834574,2.00915295231994,2,3,2,1
"elk-163",66,0.0885225959854319,0.0848213603060636,1,1,1,0.109183125594179
"elk-163",67,10.6241282465904,2.45308295912095,2,3,2,1
"elk-163",68,11.7235402502828,2.54345384075082,2,3,2,1
"elk-163",69,0.0406109591120426,0.0398080013504594,1,1,1,0.0172201066584606
"elk-163",70,0.0403112887414927,0.0395199844647439,1,1,1,0.00415704270156566
"elk-163",71,0.165717379897221,0.153336674240776,1,1,1,0.0288995709146318
"elk-163",72,0.0532658427136941,0.0518956635048496,1,1,1,0.00416710659083718
"elk-163",73,0.125495019821505,0.118222956496135,1,1,1,0.0110741202057308
"elk-163",74,0.098488578017961,0.0939352149896183,1,1,1,0.006408661003003
"elk-163",75,0.101800049115902,0.0969452506343522,1,1,1,0.00673363294264743
"elk-163",76,0.10643425200564,0.101142458956501,1,1,1,0.00824852181893486
"elk-163",77,0.179067026557097,0.164723470284604,1,1,1,0.0406095924232025
"elk-163",78,0.172320196146592,0.158984858744393,1,1,1,0.038175715020793
"elk-163",79,0.140375389580938,0.131357497308731,1,1,1,0.017840328149928
"elk-163",80,0.0095524865872714,0.00950715007621341,1,1,1,0.0045609811075518
"elk-163",81,0.0440454310910905,0.0431030048844135,1,1,1,0.00405454686788113
"elk-163",82,0.174889250670246,0.161173888405137,1,1,1,0.0348288448212456
"elk-163",83,0.1171537451386,0.110784151742161,1,1,1,0.0114943462432516
"elk-163",84,0.196063765137773,0.179035969439815,1,1,1,0.0431373391088099
"elk-163",85,0.112611056295552,0.106709555959629,1,1,1,0.00934710487836987
"elk-163",86,0.0481040538832228,0.0469828690266279,1,1,1,0.0037267086087338
"elk-163",87,0.0720503296314458,0.0695730108295923,1,1,1,0.00427935682838546
"elk-163",88,0.0961002081163199,0.091758615109352,1,1,1,0.00626738329805123
"elk-163",89,0.0174928556845359,0.017341616869703,1,1,1,0.019150491976941
"elk-163",90,2.89720076107956,1.36025854185784,2,3,2,1
"elk-163",91,0.0714002801114954,0.0689664659090563,1,1,1,0.0261857191947649
"elk-163",92,0.332777703580033,0.287265263283932,1,2,1,0.0921004930821281
"elk-163",93,0.0252388589282479,0.0249256185431057,1,1,1,0.0235909646989193
"elk-163",94,4.46996756140355,1.69927268614273,2,3,2,1
"elk-163",95,0.0665676347784717,0.0644456744322665,1,1,1,0.0861654123732854
"elk-163",96,1.18324564229073,0.780812596336155,2,3,2,1
"elk-163",97,0.00824621125123532,0.00821239701693107,1,1,1,0.0932945609796136
"elk-163",98,4.38885238416605,1.68433244651199,2,3,2,1
"elk-163",99,0.649935573730197,0.500736240926042,2,2,2,0.999997791593294
"elk-163",100,0.286183944343494,0.251679651623681,1,2,1,0.199921965567717
"elk-163",101,0.0409298179815156,0.0401143694749525,1,1,1,0.0291568022417477
"elk-163",102,3.57065176123351,1.51965581207498,2,3,2,1
"elk-163",103,0.412681475232412,0.345489653826508,1,2,2,0.768944613953943
"elk-163",104,0.014142135623731,0.0140430685445922,1,1,1,0.0168159921774642
"elk-163",105,0.0304795013082563,0.0300242291643629,1,1,1,0.0183539087444341
"elk-163",106,1.35854333754945,0.858044198620827,2,3,2,1
"elk-163",107,0.0916787870774914,0.0877166830238757,1,1,1,0.114108766159056
"elk-163",108,0.958801335001156,0.672332722386102,2,2,2,1
"elk-163",109,0.291238733687674,0.255602016292775,1,2,1,0.316726875053296
"elk-163",110,0.308506482914055,0.268886397438194,1,2,1,0.34403993265722
"elk-163",111,2.51946725519503,1.25830963019979,2,3,2,1
"elk-163",112,2.21157907387459,1.16676273951273,2,3,2,1
"elk-163",113,0.0441021541423999,0.043157333468968,1,1,1,0.0319462171347275
"elk-163",114,0.310400144974193,0.270332544750203,1,2,1,0.244962639972472
"elk-163",115,12.4358314659696,2.5979251282038,2,3,2,1
"elk-163",116,0.0471274866717927,0.0460506882501892,1,1,1,0.0172996053200158
"elk-163",117,0.0378846934790292,0.0371846932929515,1,1,1,0.00380315126638996
"elk-163",118,0.0407062648740952,0.039899583509124,1,1,1,0.00362243635179059
"elk-163",119,0.00813941029804985,0.00810646395319173,1,1,1,0.00439663357724502
"elk-163",120,0.031148836254345,0.030673555677208,1,1,1,0.00371631800364936
"elk-163",121,0.0956151138680491,0.0913159533719209,1,1,1,0.00586861435489018
"elk-163",122,0.0622113333726259,0.0603528986655144,1,1,1,0.00392586623940225
"elk-163",123,0.0587388287251287,0.0570784155472365,1,1,1,0.00381282098557731
"elk-163",124,0.0191637678967368,0.0189824556519942,1,1,1,0.00398207964396867
"elk-163",125,0.101607086367044,0.0967701012066833,1,1,1,0.0065407316994763
"elk-163",126,0.0264433356443547,0.0260997544377065,1,1,1,0.00379289186650272
"elk-163",127,0.0404474968323134,0.0396509060227443,1,1,1,0.00363555652160645
"elk-163",128,0.0717007670809734,0.0692468884974739,1,1,1,0.00535275949172442
"elk-163",129,0.312921715449727,0.272254970884915,1,2,1,0.0748309563537522
"elk-163",130,0.310903522012858,0.270716610931617,1,2,1,0.0745768927649553
"elk-163",131,0.123239604024031,0.116217013660696,1,1,1,0.0130705030389684
"elk-163",132,0.0536772763839597,0.0522862138445963,1,1,1,0.00383926912206674
"elk-163",133,0.0483037265643139,0.0471733593344364,1,1,1,0.00365536601754236
"elk-163",134,0.02343074902772,0.0231604628899168,1,1,1,0.00448243654011668
"elk-163",135,0.269269846065244,0.238441810780043,1,2,1,0.049725421293179
"elk-163",136,0.297946303887127,0.260783249080385,1,2,1,0.0594903776434567
"elk-163",137,0.0552177507691141,0.0537471444640046,1,2,1,0.00538781310931058
"elk-163",138,0.287784641702784,0.252923410055167,1,2,1,0.0548266976551062
"elk-163",139,0.245837344600042,0.219807869789365,1,2,1,0.0528879802290283
"elk-163",140,0.2246352599215,0.202643052658394,1,2,1,0.0478503428552854
"elk-163",141,0.0134164078649987,0.013327204835448,1,2,1,0.00600667513124532
"elk-163",142,0.307091598712827,0.267804515363747,1,2,1,0.0682444420814969
"elk-163",143,0.287583466145048,0.252767179528329,1,2,1,0.0645624194636914
"elk-163",144,0.251406046068904,0.224267756014361,1,2,1,0.0513389142518128
"elk-163",145,0.0830963296421689,0.0798239111013141,1,2,1,0.026674013062645
"elk-163",146,0.888490433263071,0.635777797371507,2,2,2,0.99999999999994
"elk-163",147,0.573882392132744,0.45354542810115,2,2,2,0.999951259447704
"elk-163",148,0.587112638256068,0.461916414612308,2,2,2,0.999976706822665
"elk-163",149,2.73016670736422,1.31645292632032,2,3,2,1
"elk-163",150,0.0668449698930293,0.0647056664427314,1,1,1,0.019243831836313
"elk-163",151,0.0735934779718964,0.0710114123024244,1,1,1,0.00464286414444502
"elk-163",152,0.114718132829993,0.108601577285704,1,1,1,0.00860615604548846
"elk-163",153,0.00763216876123687,0.00760319110939459,1,1,1,0.0048642713797091
"elk-163",154,0.0895600357302296,0.08577397781299,1,1,1,0.0248099921100521
"elk-163",155,0.483614774381429,0.39448152505057,2,2,2,0.979707662126659
"elk-163",156,0.507772586892991,0.410633453766012,2,2,2,0.992718353707602
"elk-163",157,0.00223606797749979,0.00223357169804091,1,1,1,0.0231050690762925
"elk-163",158,0.0996393496566492,0.094982262096689,1,1,1,0.0127081894526609
"elk-287",1,0.991679005525477,0.688978004373192,2,3,2,1
"elk-287",2,0.205942346301095,0.187261291441778,1,1,2,0.999999999999937
"elk-287",3,0.106320270880016,0.101039437022034,1,1,2,0.999999999999957
"elk-287",4,0.0573171004151466,0.0557346622897401,1,1,2,0.999999999999978
"elk-287",5,12.2294901058875,2.58244843663491,2,3,2,1
