"ID","step_index","x_from","y_from","x_to","y_to","step_km","log1p_step_km"
"elk-115",83,765.475,4999.743,777.267,4992.071,14.0680790444183,2.71257853566275
"elk-115",84,777.267,4992.071,777.265,4992.619,0.548003649622884,0.436966132802278
"elk-115",85,777.265,4992.619,777.256,4992.6815,0.0631446751515914,0.0612311909000579
"elk-115",86,777.256,4992.6815,776.953,4993.5025,0.875128561983895,0.628677223463217
"elk-115",87,776.953,4993.5025,777.268,4992.6455,0.913057500927516,0.648702747992539
"elk-115",88,777.268,4992.6455,777.316,4991.576,1.0705765969794,0.727827117755046
"elk-115",89,777.316,4991.576,776.726,4993.6715,2.1769750228241,1.15592949338178
"elk-115",90,776.726,4993.6715,777.043,4993.948,0.42064385173208,0.351110185563606
"elk-115",91,777.043,4993.948,776.766,4992.417,1.55585667720391,0.938387461861723
"elk-115",92,776.766,4992.417,776.833,4994.8905,2.47440725225255,1.24542388957585
"elk-115",93,776.833,4994.8905,776.523,4995.333,0.540283490401104,0.431966484160075
"elk-115",94,776.523,4995.333,776.456,4995.2975,0.075823808925693,0.0730867019801087
"elk-115",95,776.456,4995.2975,776.902,4994.814,0.65779043015234,0.505485649539698
"elk-115",96,776.902,4994.814,777.179,4991.985,2.8425288037239,1.34613069249202
"elk-115",97,777.179,4991.985,777.105,4992.6005,0.619932455998232,0.482384454546829
"elk-115",98,777.105,4992.6005,777.028,4992.0695,0.536553818363079,0.429542128569895
"elk-115",99,777.028,4992.0695,776.527,4995.2355,3.20539498346148,1.43636822087125
"elk-115",100,776.527,4995.2355,776.565,4995.2595,0.0449444101084885,0.0439636879333812
"elk-115",101,776.565,4995.2595,766.301,4998.1055,10.6512633992405,2.45541462041857
"elk-115",102,766.301,4998.1055,766.26,4998.022,0.0930228466560769,0.0889471116804965
"elk-115",103,766.26,4998.022,764.694,4999.644,2.25460417812085,1.18007066400219
"elk-115",104,764.694,4999.644,764.651,4999.6595,0.0457083143421413,0.0446944685730495
"elk-115",105,764.651,4999.6595,764.641,4999.6175,0.0431740662898458,0.042268052113073
"elk-115",106,764.641,4999.6175,764.639,4999.6215,0.00447213595499958,0.00446216566959572
"elk-115",107,764.639,4999.6215,764.372,4999.275,0.437437138341042,0.362861762883481
"elk-115",108,764.372,4999.275,764.511,4999.371,0.168928979159882,0.156087927145545
"elk-115",109,764.511,4999.371,764.469,4999.629,0.261396250929504,0.232219243092611
"elk-115",110,764.469,4999.629,764.396,4999.6165,0.0740624736286873,0.0714481635091496
"elk-115",111,764.396,4999.6165,764.564,4999.584,0.17111472759526,0.157956053851673
"elk-115",112,764.564,4999.584,763.731,4998.6005,1.28886044628579,0.828054072002112
"elk-115",113,763.731,4998.6005,763.772,4998.5025,0.106230880632705,0.100958634146766
"elk-115",114,763.772,4998.5025,762.768,4994.3775,4.24542589147426,1.65735643807021
"elk-115",115,762.768,4994.3775,763.383,4992.511,1.96520921278117,1.08694759076349
"elk-115",116,763.383,4992.511,759.748,4991.166,3.87585474444025,1.58429542127379
"elk-115",117,759.748,4991.166,764.441,4999.4315,9.50487975989176,2.35183988824305
"elk-115",118,764.441,4999.4315,764.251,4999.4085,0.191387042403607,0.175118210212067
"elk-115",119,764.251,4999.4085,764.722,4999.5655,0.496477592646436,0.403114075025404
"elk-115",120,764.722,4999.5655,766.247,4998.11,2.1081046582179,1.13401310575373
"elk-115",121,766.247,4998.11,764.179,4999.482,2.48173487705677,1.24753069745252
"elk-115",122,764.179,4999.482,763.745,4998.578,1.00278212987667,0.694537278863782
"elk-115",123,763.745,4998.578,764.152,4999.4695,0.980010841776763,0.683102320336282
"elk-115",124,764.152,4999.4695,763.748,4997.59,1.92242977765119,1.07241538589788
"elk-115",125,763.748,4997.59,763.709,4998.508,0.918828057908551,0.651714613172045
"elk-115",126,763.709,4998.508,763.737,4998.505,0.0281602556806574,0.0277710456232138
"elk-115",127,763.737,4998.505,770.538,4992.019,9.39796770583938,2.34161037415168
"elk-115",128,770.538,4992.019,769.955,4988.9755,3.09883546675199,1.41070290086588
"elk-115",129,769.955,4988.9755,766.289,4997.9705,9.71337124792417,2.37149261064472
"elk-115",130,766.289,4997.9705,763.766,4998.5035,2.5786853239587,1.27499550502342
"elk-115",131,763.766,4998.5035,762.262,4995.155,3.67075853877642,1.54132148649432
"elk-115",132,762.262,4995.155,763.765,4998.6335,3.78932332349722,1.56638913286252
"elk-115",133,763.765,4998.6335,772.959,4997.988,9.21663204484154,2.32401698494898
"elk-115",134,772.959,4997.988,772.958,4997.7785,0.209502386621251,0.190209024295639
"elk-115",135,772.958,4997.7785,772.963,4997.99,0.211559093399457,0.191908037137673
"elk-115",136,772.963,4997.99,772.494,4997.6925,0.555398280515883,0.441731641784899
"elk-115",137,772.494,4997.6925,770.814,4995.925,2.4385356774097,1.23504570558831
"elk-115",138,770.814,4995.925,772.564,4998.667,3.25285474621908,1.44759046243622
"elk-115",139,772.564,4998.667,772.899,4997.906,0.831472188350278,0.605120117945503
"elk-115",140,772.899,4997.906,772.584,4997.9165,0.315174951415876,0.273969699682113
"elk-115",141,772.584,4997.9165,772.458,4997.7045,0.246617112139446,0.220433572347528
"elk-115",142,772.458,4997.7045,772.368,4997.641,0.110146493362249,0.104491982618203
"elk-115",143,772.368,4997.641,771.189,4997.8595,1.19907599842545,0.788037271423563
"elk-115",144,771.189,4997.8595,772.369,4997.614,1.20526770885144,0.790848911439173
"elk-115",145,772.369,4997.614,772.361,4997.61,0.00894427190999916,0.00890450883528074
"elk-115",146,772.361,4997.61,772.806,4997.9065,0.534731007142844,0.428355126036544
"elk-115",147,772.806,4997.9065,772.366,4997.775,0.459230062169279,0.377908941941285
"elk-115",148,772.366,4997.775,772.388,4997.6025,0.173897239771079,0.160329187567331
"elk-115",149,772.388,4997.6025,772.197,4997.912,0.363691146441593,0.310195101554052
"elk-115",150,772.197,4997.912,772.074,4997.7945,0.170103644875705,0.157092330250064
"elk-115",151,772.074,4997.7945,772.257,4997.672,0.220216370871922,0.199028196193657
"elk-115",152,772.257,4997.672,772.893,4999.213,1.66708638048543,0.980986633308832
"elk-115",153,772.893,4999.213,772.211,4997.918,1.46360821260336,0.901627028403438
"elk-115",154,772.211,4997.918,772.361,4998.0995,0.235461780338126,0.211444811397527
"elk-115",155,772.361,4998.0995,771.95,4998.266,0.443444754168995,0.367032447250593
"elk-115",156,771.95,4998.266,772.175,4997.9355,0.399819021558505,0.336342957949732
"elk-115",157,772.175,4997.9355,772.281,4997.8635,0.128140547837131,0.120570744460431
"elk-115",158,772.281,4997.8635,772.808,4997.7015,0.551337464716484,0.439117439326074
"elk-115",159,772.808,4997.7015,772.823,4999.023,1.32158512779162,0.842250197110565
"elk-115",160,772.823,4999.023,772.256,4997.677,1.46054955410626,0.900384720973261
"elk-115",161,772.256,4997.677,772.953,4998.0675,0.798936324121015,0.587195559189675
"elk-115",162,772.953,4998.0675,772.237,4997.692,0.808490105072412,0.592492301049962
"elk-115",163,772.237,4997.692,771.602,4998.112,0.761331071216721,0.566069813670585
"elk-115",164,771.602,4998.112,771.097,4998.1425,0.505920201217544,0.409404140734482
"elk-115",165,771.097,4998.1425,771.691,4998.1815,0.595278926218626,0.467048596320072
"elk-115",166,771.691,4998.1815,771.291,4998.2795,0.411830062040158,0.34488677916531
"elk-115",167,771.291,4998.2795,771.488,4998.261,0.197866748090729,0.180542264868103
"elk-115",168,771.488,4998.261,771.444,4998.185,0.0878179936004006,0.084173849146256
"elk-115",169,771.444,4998.185,772.157,4997.914,0.762764708150554,0.566883433448636
"elk-115",170,772.157,4997.914,771.273,4998.3035,0.966005305368454,0.676003720281076
"elk-115",171,771.273,4998.3035,771.915,4998.2325,0.645914080973623,0.498295902213028
"elk-115",172,771.915,4998.2325,771.879,4998.16,0.0809459696340713,0.0778365555708158
"elk-115",173,771.879,4998.16,771.208,4998.279,0.68147046891263,0.519668689696439
"elk-115",174,771.208,4998.279,771.763,4998.2645,0.55518938210308,0.441597327349317
"elk-115",175,771.763,4998.2645,772.818,4999.003,1.28779161745991,0.827586993084849
"elk-115",176,772.818,4999.003,772.618,4997.7015,1.31677722109702,0.840177091106809
"elk-115",177,772.618,4997.7015,772.658,4998.832,1.13120743013826,0.756688687721527
"elk-115",178,772.658,4998.832,772.886,4999.207,0.438872418818955,0.363859764363168
"elk-115",179,772.886,4999.207,773.177,4998.6245,0.651143033441962,0.501467795614254
"elk-115",180,773.177,4998.6245,772.975,4998.931,0.367077988988716,0.312675607313223
"elk-115",181,772.975,4998.931,772.241,4997.8335,1.32032656945166,0.841707938466763
"elk-115",182,772.241,4997.8335,773.182,4998.5995,1.21335773784981,0.794510700896406
"elk-115",183,773.182,4998.5995,772.167,4997.9235,1.2195085075554,0.797285778380079
"elk-115",184,772.167,4997.9235,772.695,4998.702,0.940662665358842,0.663029494831919
"elk-115",185,772.695,4998.702,772.624,4999.3585,0.660328138125281,0.507015256403052
"elk-115",186,772.624,4999.3585,772.571,4999.4155,0.0778331548891602,0.0749526876781624
"elk-115",187,772.571,4999.4155,772.575,4999.4085,0.00806225774829855,0.00802993138106691
"elk-115",188,772.575,4999.4085,772.576,4999.4155,0.00707106781186548,0.0070461850415105
"elk-115",189,772.576,4999.4155,772.577,4999.4175,0.00223606797749979,0.00223357169804091
"elk-115",190,772.577,4999.4175,772.581,4999.417,0.00403112887414927,0.00402302564362723
"elk-115",191,772.581,4999.417,772.577,4999.4175,0.00403112887414927,0.00402302564362723
"elk-115",192,772.577,4999.4175,772.577,4999.4165,0.001,0.000999500333083533
"elk-115",193,772.577,4999.4165,772.573,4999.421,0.00602079728939615,0.00600274471375555
"elk-163",1,777.384,4992.54,773.322,4988.298,5.87319402029254,1.92762892108666
"elk-163",2,773.322,4988.298,774.533,4988.145,1.22062688811938,0.797789538057642
"elk-163",3,774.533,4988.145,774.081,4988.411,0.524461628720348,0.421641317382179
"elk-163",4,774.081,4988.411,774.158,4988.256,0.173072239252862,0.159626152815861
"elk-163",5,774.158,4988.256,774.822,4988.845,0.887590558760063,0.635301179141155
"elk-163",6,774.822,4988.845,773.522,4987.8535,1.63495328679446,0.96886545386444
"elk-163",7,773.522,4987.8535,773.939,4988.143,0.507640867149208,0.410546089465312
"elk-163",8,773.939,4988.143,760.556,4982.2795,14.6111368910841,2.74798456282239
"elk-163",9,760.556,4982.2795,757.911,4981.144,2.87843451375917,1.35543159638164
"elk-163",10,757.911,4981.144,749.234,4975.8025,10.1893057295382,2.41495847656867
"elk-163",11,749.234,4975.8025,749.075,4974.416,1.39558706285205,0.873628321014579
"elk-163",12,749.075,4974.416,749.075,4974.419,0.003,0.00299550897979848
"elk-163",13,749.075,4974.419,749.064,4974.5095,0.0911660572801084,0.0872469017582598
"elk-163",14,749.064,4974.5095,735.966,4967.2095,14.9949192728737,2.77227112636616
"elk-163",15,735.966,4967.2095,736.108,4967.2595,0.15054567413247,0.140236329081617
"elk-163",16,736.108,4967.2595,736.137,4967.2205,0.0486004115208915,0.0474563336041408
"elk-163",17,736.137,4967.2205,736.133,4967.438,0.217536778499637,0.196829783731603
"elk-163",18,736.133,4967.438,735.845,4967.247,0.34557922391255,0.296824570099921
"elk-163",19,735.845,4967.247,736.127,4967.2685,0.282818404634493,0.249059535970061
"elk-163",20,736.127,4967.2685,736.1,4967.42,0.153887133965124,0.143136359113099
"elk-163",21,736.1,4967.42,734.588,4966.215,1.93343450884689,1.07617392387358
"elk-163",22,734.588,4966.215,734.681,4966.6055,0.401421536542324,0.337487104712852
"elk-163",23,734.681,4966.6055,715.786,4960.995,19.7103712610899,3.03063460190495
"elk-163",24,715.786,4960.995,720.901,4962.2155,5.25859727018527,1.83395608175756
"elk-163",25,720.901,4962.2155,719.884,4962.0775,1.02632012549691,0.706221401980628
"elk-163",26,719.884,4962.0775,719.768,4961.6315,0.46083836645835,0.379010494518568
"elk-163",27,719.768,4961.6315,719.656,4961.561,0.132341414530751,0.124287537250326
"elk-163",28,719.656,4961.561,714.965,4960.8075,4.75113073383589,1.74939648483907
"elk-163",29,714.965,4960.8075,714.188,4961.239,0.888775140291401,0.63592854506098
"elk-163",30,714.188,4961.239,717.224,4961.3515,3.03808364763053,1.39577023479014
"elk-163",31,717.224,4961.3515,712.69,4961.3075,4.53421349298861,1.71094945904283
"elk-163",32,712.69,4961.3075,700.268,4964.2375,12.7628752246506,2.62197476595692
"elk-163",33,700.268,4964.2375,692.097,4964.22,8.17101874003481,2.21604837497618
"elk-163",34,692.097,4964.22,692.115,4964.3035,0.0854180894190452,0.0819652486397107
"elk-163",35,692.115,4964.3035,692.904,4964.513,0.816340155817414,0.59682357311083
"elk-163",36,692.904,4964.513,692.233,4964.28,0.710302752352826,0.53667040300294
"elk-163",37,692.233,4964.28,692.054,4964.3975,0.21411970950849,0.194019295278781
"elk-163",38,692.054,4964.3975,696.953,4964.664,4.90624329298905,1.7760099766807
"elk-163",39,696.953,4964.664,696.967,4964.685,0.0252388589282479,0.0249256185431057
"elk-163",40,696.967,4964.685,696.948,4964.674,0.0219544984001002,0.021716968676969
"elk-163",41,696.948,4964.674,697.001,4964.5065,0.175685087585714,0.161851030951046
"elk-163",42,697.001,4964.5065,692.189,4964.253,4.81867266474908,1.76107217125659
"elk-163",43,692.189,4964.253,696.944,4964.6585,4.77225892528895,1.75306349875666
"elk-163",44,696.944,4964.6585,696.99,4964.5935,0.0796303962064738,0.0766187568287914
"elk-163",45,696.99,4964.5935,696.942,4964.6825,0.101118742080783,0.0963267012265725
"elk-163",46,696.942,4964.6825,686.7,4961.4035,10.7540878274264,2.46420108029342
"elk-163",47,686.7,4961.4035,696.993,4964.518,10.7538811249706,2.46418349455846
"elk-163",48,696.993,4964.518,697.01,4964.5325,0.0223439029715043,0.0220979351502125
"elk-163",49,697.01,4964.5325,697.02,4964.6245,0.0925418824100742,0.0885069835549183
"elk-163",50,697.02,4964.6245,703.748,4963.3535,6.84700116839482,2.06013144204233
"elk-163",51,703.748,4963.3535,703.741,4963.3795,0.0269258240356725,0.0265697024720608
"elk-163",52,703.741,4963.3795,703.733,4963.3505,0.0300832179129826,0.0296395930681521
"elk-163",53,703.733,4963.3505,703.68,4963.317,0.0626996810199223,0.0608125392364243
"elk-163",54,703.68,4963.317,703.723,4963.418,0.109772492000501,0.104155032154917
"elk-163",55,703.723,4963.418,703.737,4963.706,0.288340076992429,0.253354627763084
"elk-163",56,703.737,4963.706,703.74,4963.715,0.00948683298050514,0.0094421155757427
"elk-163",57,703.74,4963.715,703.732,4963.707,0.0113137084989848,0.0112501871579406
"elk-163",58,703.732,4963.707,703.642,4963.471,0.252578700606365,0.22520438681832
"elk-163",59,703.642,4963.471,703.429,4963.8285,0.416143304643965,0.347937193995373
"elk-163",60,703.429,4963.8285,703.503,4964.2725,0.450124427242068,0.371649364641935
"elk-163",61,703.503,4964.2725,703.577,4964.4435,0.186324984905407,0.170860280666379
"elk-163",62,703.577,4964.4435,703.453,4963.8465,0.609741748611656,0.476073761541146
"elk-163",63,703.453,4963.8465,703.44,4964.089,0.242848203616992,0.217405684087283
"elk-163",64,703.44,4964.089,703.441,4964.091,0.00223606797749979,0.00223357169804091
"elk-163",65,703.441,4964.091,696.997,4964.5005,6.45699823834574,2.00915295231994
"elk-163",66,696.997,4964.5005,697.069,4964.449,0.0885225959854319,0.0848213603060636
"elk-163",67,697.069,4964.449,686.943,4961.234,10.6241282465904,2.45308295912095
"elk-163",68,686.943,4961.234,676.003,4957.02,11.7235402502828,2.54345384075082
"elk-163",69,676.003,4957.02,676.006,4957.0605,0.0406109591120426,0.0398080013504594
"elk-163",70,676.006,4957.0605,676.041,4957.0405,0.0403112887414927,0.0395199844647439
"elk-163",71,676.041,4957.0405,675.907,4956.943,0.165717379897221,0.153336674240776
"elk-163",72,675.907,4956.943,675.862,4956.9715,0.0532658427136941,0.0518956635048496
"elk-163",73,675.862,4956.9715,675.944,4957.0665,0.125495019821505,0.118222956496135
"elk-163",74,675.944,4957.0665,675.858,4957.0185,0.098488578017961,0.0939352149896183
"elk-163",75,675.858,4957.0185,675.919,4957.1,0.101800049115902,0.0969452506343522
"elk-163",76,675.919,4957.1,675.845,4957.0235,0.10643425200564,0.101142458956501
"elk-163",77,675.845,4957.0235,676.021,4956.9905,0.179067026557097,0.164723470284604
"elk-163",78,676.021,4956.9905,675.849,4956.98,0.172320196146592,0.158984858744393
"elk-163",79,675.849,4956.98,675.964,4957.0605,0.140375389580938,0.131357497308731
"elk-163",80,675.964,4957.0605,675.957,4957.067,0.0095524865872714,0.00950715007621341
"elk-163",81,675.957,4957.067,675.929,4957.033,0.0440454310910905,0.0431030048844135
"elk-163",82,675.929,4957.033,676.081,4957.1195,0.174889250670246,0.161173888405137
"elk-163",83,676.081,4957.1195,676.054,4957.0055,0.1171537451386,0.110784151742161
"elk-163",84,676.054,4957.0055,675.858,4957.0105,0.196063765137773,0.179035969439815
"elk-163",85,675.858,4957.0105,675.945,4957.082,0.112611056295552,0.106709555959629
"elk-163",86,675.945,4957.082,675.98,4957.049,0.0481040538832228,0.0469828690266279
"elk-163",87,675.98,4957.049,675.961,4957.1185,0.0720503296314458,0.0695730108295923
"elk-163",88,675.961,4957.1185,676.056,4957.104,0.0961002081163199,0.091758615109352
"elk-163",89,676.056,4957.104,676.047,4957.119,0.0174928556845359,0.017341616869703
"elk-163",90,676.047,4957.119,677.787,4954.8025,2.89720076107956,1.36025854185784
"elk-163",91,677.787,4954.8025,677.83,4954.7455,0.0714002801114954,0.0689664659090563
"elk-163",92,677.83,4954.7455,677.88,4954.4165,0.332777703580033,0.287265263283932
"elk-163",93,677.88,4954.4165,677.901,4954.4305,0.0252388589282479,0.0249256185431057
"elk-163",94,677.901,4954.4305,677.618,4949.9695,4.46996756140355,1.69927268614273
"elk-163",95,677.618,4949.9695,677.615,4950.036,0.0665676347784717,0.0644456744322665
"elk-163",96,677.615,4950.036,676.565,4949.4905,1.18324564229073,0.780812596336155
"elk-163",97,676.565,4949.4905,676.557,4949.4885,0.00824621125123532,0.00821239701693107
"elk-163",98,676.557,4949.4885,674.752,4945.488,4.38885238416605,1.68433244651199
"elk-163",99,674.752,4945.488,674.228,4945.1035,0.649935573730197,0.500736240926042
"elk-163",100,674.228,4945.1035,674.197,4944.819,0.286183944343494,0.251679651623681
"elk-163",101,674.197,4944.819,674.16,4944.8015,0.0409298179815156,0.0401143694749525
"elk-163",102,674.16,4944.8015,676.887,4942.4965,3.57065176123351,1.51965581207498
"elk-163",103,676.887,4942.4965,676.646,4942.1615,0.412681475232412,0.345489653826508
"elk-163",104,676.646,4942.1615,676.648,4942.1475,0.014142135623731,0.0140430685445922
"elk-163",105,676.648,4942.1475,676.671,4942.1675,0.0304795013082563,0.0300242291643629
"elk-163",106,676.671,4942.1675,677.109,4940.8815,1.35854333754945,0.858044198620827
"elk-163",107,677.109,4940.8815,677.167,4940.9525,0.0916787870774914,0.0877166830238757
"elk-163",108,677.167,4940.9525,676.791,4941.8345,0.958801335001156,0.672332722386102
"elk-163",109,676.791,4941.8345,676.677,4942.1025,0.291238733687674,0.255602016292775
"elk-163",110,676.677,4942.1025,676.751,4941.803,0.308506482914055,0.268886397438194
"elk-163",111,676.751,4941.803,675.304,4943.8655,2.51946725519503,1.25830963019979
"elk-163",112,675.304,4943.8655,676.683,4942.1365,2.21157907387459,1.16676273951273
"elk-163",113,676.683,4942.1365,676.646,4942.1605,0.0441021541423999,0.043157333468968
"elk-163",114,676.646,4942.1605,676.832,4942.409,0.310400144974193,0.270332544750203
"elk-163",115,676.832,4942.409,672.564,4930.7285,12.4358314659696,2.5979251282038
"elk-163",116,672.564,4930.7285,672.609,4930.7425,0.0471274866717927,0.0460506882501892
"elk-163",117,672.609,4930.7425,672.574,4930.757,0.0378846934790292,0.0371846932929515
"elk-163",118,672.574,4930.757,672.61,4930.776,0.0407062648740952,0.039899583509124
"elk-163",119,672.61,4930.776,672.618,4930.7745,0.00813941029804985,0.00810646395319173
"elk-163",120,672.618,4930.7745,672.628,4930.804,0.031148836254345,0.030673555677208
"elk-163",121,672.628,4930.804,672.572,4930.7265,0.0956151138680491,0.0913159533719209
"elk-163",122,672.572,4930.7265,672.63,4930.704,0.0622113333726259,0.0603528986655144
"elk-163",123,672.63,4930.704,672.618,4930.7615,0.0587388287251287,0.0570784155472365
"elk-163",124,672.618,4930.7615,672.613,4930.743,0.0191637678967368,0.0189824556519942
"elk-163",125,672.613,4930.743,672.631,4930.843,0.101607086367044,0.0967701012066833
"elk-163",126,672.631,4930.843,672.624,4930.8175,0.0264433356443547,0.0260997544377065
"elk-163",127,672.624,4930.8175,672.618,4930.7775,0.0404474968323134,0.0396509060227443
