"ID","step_index","step_km","log1p_step_km"
"elk-115",106,0.00447213595499958,0.00446216566959572
"elk-115",107,0.437437138341042,0.362861762883481
"elk-115",108,0.168928979159882,0.156087927145545
"elk-115",109,0.261396250929504,0.232219243092611
"elk-115",110,0.0740624736286873,0.0714481635091496
"elk-115",111,0.17111472759526,0.157956053851673
"elk-115",112,1.28886044628579,0.828054072002112
"elk-115",113,0.106230880632705,0.100958634146766
"elk-115",114,4.24542589147426,1.65735643807021
"elk-115",115,1.96520921278117,1.08694759076349
"elk-115",116,3.87585474444025,1.58429542127379
"elk-115",117,9.50487975989176,2.35183988824305
"elk-115",118,0.191387042403607,0.175118210212067
"elk-115",119,0.496477592646436,0.403114075025404
"elk-115",120,2.1081046582179,1.13401310575373
"elk-115",121,2.48173487705677,1.24753069745252
"elk-115",122,1.00278212987667,0.694537278863782
"elk-115",123,0.980010841776763,0.683102320336282
"elk-115",124,1.92242977765119,1.07241538589788
"elk-115",125,0.918828057908551,0.651714613172045
"elk-115",126,0.0281602556806574,0.0277710456232138
"elk-115",127,9.39796770583938,2.34161037415168
"elk-115",128,3.09883546675199,1.41070290086588
"elk-115",129,9.71337124792417,2.37149261064472
"elk-115",130,2.5786853239587,1.27499550502342
"elk-115",131,3.67075853877642,1.54132148649432
"elk-115",132,3.78932332349722,1.56638913286252
"elk-115",133,9.21663204484154,2.32401698494898
"elk-115",134,0.209502386621251,0.190209024295639
"elk-115",135,0.211559093399457,0.191908037137673
"elk-115",136,0.555398280515883,0.441731641784899
"elk-115",137,2.4385356774097,1.23504570558831
"elk-115",138,3.25285474621908,1.44759046243622
"elk-115",139,0.831472188350278,0.605120117945503
"elk-115",140,0.315174951415876,0.273969699682113
"elk-115",141,0.246617112139446,0.220433572347528
"elk-115",142,0.110146493362249,0.104491982618203
"elk-115",143,1.19907599842545,0.788037271423563
"elk-115",144,1.20526770885144,0.790848911439173
"elk-115",145,0.00894427190999916,0.00890450883528074
"elk-115",146,0.534731007142844,0.428355126036544
"elk-115",147,0.459230062169279,0.377908941941285
"elk-115",148,0.173897239771079,0.160329187567331
"elk-115",149,0.363691146441593,0.310195101554052
"elk-115",150,0.170103644875705,0.157092330250064
"elk-115",151,0.220216370871922,0.199028196193657
"elk-115",152,1.66708638048543,0.980986633308832
"elk-115",153,1.46360821260336,0.901627028403438
"elk-115",154,0.235461780338126,0.211444811397527
"elk-115",155,0.443444754168995,0.367032447250593
"elk-115",156,0.399819021558505,0.336342957949732
"elk-115",157,0.128140547837131,0.120570744460431
"elk-115",158,0.551337464716484,0.439117439326074
"elk-115",159,1.32158512779162,0.842250197110565
"elk-115",160,1.46054955410626,0.900384720973261
"elk-115",161,0.798936324121015,0.587195559189675
"elk-115",162,0.808490105072412,0.592492301049962
"elk-115",163,0.761331071216721,0.566069813670585
"elk-115",164,0.505920201217544,0.409404140734482
"elk-115",165,0.595278926218626,0.467048596320072
"elk-115",166,0.411830062040158,0.34488677916531
"elk-115",167,0.197866748090729,0.180542264868103
"elk-115",168,0.0878179936004006,0.084173849146256
"elk-115",169,0.762764708150554,0.566883433448636
"elk-115",170,0.966005305368454,0.676003720281076
"elk-115",171,0.645914080973623,0.498295902213028
"elk-115",172,0.0809459696340713,0.0778365555708158
"elk-115",173,0.68147046891263,0.519668689696439
"elk-115",174,0.55518938210308,0.441597327349317
"elk-115",175,1.28779161745991,0.827586993084849
"elk-115",176,1.31677722109702,0.840177091106809
"elk-115",177,1.13120743013826,0.756688687721527
"elk-115",178,0.438872418818955,0.363859764363168
"elk-115",179,0.651143033441962,0.501467795614254
"elk-115",180,0.367077988988716,0.312675607313223
"elk-115",181,1.32032656945166,0.841707938466763
"elk-115",182,1.21335773784981,0.794510700896406
"elk-115",183,1.2195085075554,0.797285778380079
"elk-115",184,0.940662665358842,0.663029494831919
"elk-115",185,0.660328138125281,0.507015256403052
"elk-115",186,0.0778331548891602,0.0749526876781624
"elk-115",187,0.00806225774829855,0.00802993138106691
"elk-115",188,0.00707106781186548,0.0070461850415105
"elk-115",189,0.00223606797749979,0.00223357169804091
"elk-115",190,0.00403112887414927,0.00402302564362723
"elk-115",191,0.00403112887414927,0.00402302564362723
"elk-115",192,0.001,0.000999500333083533
"elk-115",193,0.00602079728939615,0.00600274471375555
"elk-163",1,5.87319402029254,1.92762892108666
"elk-163",2,1.22062688811938,0.797789538057642
"elk-163",3,0.524461628720348,0.421641317382179
"elk-163",4,0.173072239252862,0.159626152815861
"elk-163",5,0.887590558760063,0.635301179141155
"elk-163",6,1.63495328679446,0.96886545386444
"elk-163",7,0.507640867149208,0.410546089465312
"elk-163",8,14.6111368910841,2.74798456282239
"elk-163",9,2.87843451375917,1.35543159638164
"elk-163",10,10.1893057295382,2.41495847656867
"elk-163",11,1.39558706285205,0.873628321014579
"elk-163",12,0.003,0.00299550897979848
"elk-163",13,0.0911660572801084,0.0872469017582598
"elk-163",14,14.9949192728737,2.77227112636616
"elk-163",15,0.15054567413247,0.140236329081617
"elk-163",16,0.0486004115208915,0.0474563336041408
"elk-163",17,0.217536778499637,0.196829783731603
"elk-163",18,0.34557922391255,0.296824570099921
"elk-163",19,0.282818404634493,0.249059535970061
"elk-163",20,0.153887133965124,0.143136359113099
"elk-163",21,1.93343450884689,1.07617392387358
"elk-163",22,0.401421536542324,0.337487104712852
"elk-163",23,19.7103712610899,3.03063460190495
"elk-163",24,5.25859727018527,1.83395608175756
"elk-163",25,1.02632012549691,0.706221401980628
"elk-163",26,0.46083836645835,0.379010494518568
"elk-163",27,0.132341414530751,0.124287537250326
"elk-163",28,4.75113073383589,1.74939648483907
"elk-163",29,0.888775140291401,0.63592854506098
"elk-163",30,3.03808364763053,1.39577023479014
"elk-163",31,4.53421349298861,1.71094945904283
"elk-163",32,12.7628752246506,2.62197476595692
"elk-163",33,8.17101874003481,2.21604837497618
"elk-163",34,0.0854180894190452,0.0819652486397107
"elk-163",35,0.816340155817414,0.59682357311083
"elk-163",36,0.710302752352826,0.53667040300294
"elk-163",37,0.21411970950849,0.194019295278781
"elk-163",38,4.90624329298905,1.7760099766807
"elk-163",39,0.0252388589282479,0.0249256185431057
"elk-163",40,0.0219544984001002,0.021716968676969
"elk-163",41,0.175685087585714,0.161851030951046
"elk-163",42,4.81867266474908,1.76107217125659
"elk-163",43,4.77225892528895,1.75306349875666
"elk-163",44,0.0796303962064738,0.0766187568287914
"elk-163",45,0.101118742080783,0.0963267012265725
"elk-163",46,10.7540878274264,2.46420108029342
"elk-163",47,10.7538811249706,2.46418349455846
"elk-163",48,0.0223439029715043,0.0220979351502125
"elk-163",49,0.0925418824100742,0.0885069835549183
"elk-163",50,6.84700116839482,2.06013144204233
"elk-163",51,0.0269258240356725,0.0265697024720608
"elk-163",52,0.0300832179129826,0.0296395930681521
"elk-163",53,0.0626996810199223,0.0608125392364243
"elk-163",54,0.109772492000501,0.104155032154917
"elk-163",55,0.288340076992429,0.253354627763084
"elk-163",56,0.00948683298050514,0.0094421155757427
"elk-163",57,0.0113137084989848,0.0112501871579406
"elk-163",58,0.252578700606365,0.22520438681832
"elk-163",59,0.416143304643965,0.347937193995373
"elk-163",60,0.450124427242068,0.371649364641935
"elk-163",61,0.186324984905407,0.170860280666379
"elk-163",62,0.609741748611656,0.476073761541146
"elk-163",63,0.242848203616992,0.217405684087283
"elk-163",64,0.00223606797749979,0.00223357169804091
"elk-163",65,6.45699823834574,2.00915295231994
"elk-163",66,0.0885225959854319,0.0848213603060636
"elk-163",67,10.6241282465904,2.45308295912095
"elk-163",68,11.7235402502828,2.54345384075082
"elk-163",69,0.0406109591120426,0.0398080013504594
"elk-163",70,0.0403112887414927,0.0395199844647439
"elk-163",71,0.165717379897221,0.153336674240776
"elk-163",72,0.0532658427136941,0.0518956635048496
"elk-163",73,0.125495019821505,0.118222956496135
"elk-163",74,0.098488578017961,0.0939352149896183
"elk-163",75,0.101800049115902,0.0969452506343522
"elk-163",76,0.10643425200564,0.101142458956501
"elk-163",77,0.179067026557097,0.164723470284604
"elk-163",78,0.172320196146592,0.158984858744393
"elk-163",79,0.140375389580938,0.131357497308731
"elk-163",80,0.0095524865872714,0.00950715007621341
"elk-163",81,0.0440454310910905,0.0431030048844135
"elk-163",82,0.174889250670246,0.161173888405137
"elk-163",83,0.1171537451386,0.110784151742161
"elk-163",84,0.196063765137773,0.179035969439815
"elk-163",85,0.112611056295552,0.106709555959629
"elk-163",86,0.0481040538832228,0.0469828690266279
"elk-163",87,0.0720503296314458,0.0695730108295923
"elk-163",88,0.0961002081163199,0.091758615109352
"elk-163",89,0.0174928556845359,0.017341616869703
"elk-163",90,2.89720076107956,1.36025854185784
"elk-163",91,0.0714002801114954,0.0689664659090563
"elk-163",92,0.332777703580033,0.287265263283932
"elk-163",93,0.0252388589282479,0.0249256185431057
"elk-163",94,4.46996756140355,1.69927268614273
"elk-163",95,0.0665676347784717,0.0644456744322665
"elk-163",96,1.18324564229073,0.780812596336155
"elk-163",97,0.00824621125123532,0.00821239701693107
"elk-163",98,4.38885238416605,1.68433244651199
"elk-163",99,0.649935573730197,0.500736240926042
"elk-163",100,0.286183944343494,0.251679651623681
"elk-163",101,0.0409298179815156,0.0401143694749525
"elk-163",102,3.57065176123351,1.51965581207498
"elk-163",103,0.412681475232412,0.345489653826508
"elk-163",104,0.014142135623731,0.0140430685445922
"elk-163",105,0.0304795013082563,0.0300242291643629
"elk-163",106,1.35854333754945,0.858044198620827
"elk-163",107,0.0916787870774914,0.0877166830238757
"elk-163",108,0.958801335001156,0.672332722386102
"elk-163",109,0.291238733687674,0.255602016292775
"elk-163",110,0.308506482914055,0.268886397438194
"elk-163",111,2.51946725519503,1.25830963019979
"elk-163",112,2.21157907387459,1.16676273951273
"elk-163",113,0.0441021541423999,0.043157333468968
"elk-163",114,0.310400144974193,0.270332544750203
"elk-163",115,12.4358314659696,2.5979251282038
"elk-163",116,0.0471274866717927,0.0460506882501892
"elk-163",117,0.0378846934790292,0.0371846932929515
"elk-163",118,0.0407062648740952,0.039899583509124
"elk-163",119,0.00813941029804985,0.00810646395319173
"elk-163",120,0.031148836254345,0.030673555677208
"elk-163",121,0.0956151138680491,0.0913159533719209
"elk-163",122,0.0622113333726259,0.0603528986655144
"elk-163",123,0.0587388287251287,0.0570784155472365
"elk-163",124,0.0191637678967368,0.0189824556519942
"elk-163",125,0.101607086367044,0.0967701012066833
"elk-163",126,0.0264433356443547,0.0260997544377065
"elk-163",127,0.0404474968323134,0.0396509060227443
"elk-163",128,0.0717007670809734,0.0692468884974739
"elk-163",129,0.312921715449727,0.272254970884915
"elk-163",130,0.310903522012858,0.270716610931617
"elk-163",131,0.123239604024031,0.116217013660696
"elk-163",132,0.0536772763839597,0.0522862138445963
"elk-163",133,0.0483037265643139,0.0471733593344364
"elk-163",134,0.02343074902772,0.0231604628899168
"elk-163",135,0.269269846065244,0.238441810780043
"elk-163",136,0.297946303887127,0.260783249080385
"elk-163",137,0.0552177507691141,0.0537471444640046
"elk-163",138,0.287784641702784,0.252923410055167
"elk-163",139,0.245837344600042,0.219807869789365
"elk-163",140,0.2246352599215,0.202643052658394
"elk-163",141,0.0134164078649987,0.013327204835448
"elk-163",142,0.307091598712827,0.267804515363747
"elk-163",143,0.287583466145048,0.252767179528329
"elk-163",144,0.251406046068904,0.224267756014361
"elk-163",145,0.0830963296421689,0.0798239111013141
"elk-163",146,0.888490433263071,0.635777797371507
"elk-163",147,0.573882392132744,0.45354542810115
"elk-163",148,0.587112638256068,0.461916414612308
"elk-163",149,2.73016670736422,1.31645292632032
"elk-163",150,0.0668449698930293,0.0647056664427314
"elk-163",151,0.0735934779718964,0.0710114123024244
"elk-163",152,0.114718132829993,0.108601577285704
"elk-163",153,0.00763216876123687,0.00760319110939459
"elk-163",154,0.0895600357302296,0.08577397781299
"elk-163",155,0.483614774381429,0.39448152505057
"elk-163",156,0.507772586892991,0.410633453766012
"elk-163",157,0.00223606797749979,0.00223357169804091
"elk-163",158,0.0996393496566492,0.094982262096689
"elk-287",1,0.991679005525477,0.688978004373192
"elk-287",2,0.205942346301095,0.187261291441778
"elk-287",3,0.106320270880016,0.101039437022034
"elk-287",4,0.0573171004151466,0.0557346622897401
"elk-287",5,12.2294901058875,2.58244843663491
"elk-287",6,5.65692469456683,1.89565762033689
"elk-287",7,7.18161715771594,2.10188982761756
"elk-287",8,5.77320223099798,1.9129739781951
"elk-287",9,3.21618407433405,1.43893047118113
"elk-287",10,3.86710641177612,1.58249959454822
"elk-287",11,0.0724706837279737,0.0699650369270684
"elk-287",12,0.0565088488645805,0.0549699336797701
"elk-287",13,0.157622967869534,0.146368737076053
"elk-287",14,4.17926225547046,1.6446626244046
"elk-287",15,1.63329421721869,0.968235616473789
"elk-287",16,0.247309522663403,0.220988849741887
"elk-287",17,0.706549538249088,0.53447351809599
"elk-287",18,0.0872353139502575,0.0836380648856504
"elk-287",19,0.275943834864996,0.243686167390358
"elk-287",20,0.099724620831568,0.0950598037642854
"elk-287",21,0.193313217344288,0.176733654628359
"elk-287",22,0.199007537545692,0.181494162552466
"elk-287",23,0.137681698130144,0.128992593706659
"elk-287",24,0.126207170953159,0.118855501206814
"elk-287",25,0.132619757200803,0.124533318657025
"elk-287",26,1.60655967831886,0.958031220923578
"elk-287",27,4.63684140876093,1.72932387472477
"elk-287",28,0.0891403387922662,0.0853887050622596
"elk-287",29,8.72322401695611,2.27451725246297
"elk-287",30,13.7686993212867,2.69251003046428
"elk-287",31,5.75073673541052,1.90965164491519
"elk-287",32,0.144013888219158,0.134543032935627
"elk-287",33,0.654683320392386,0.503609643324883
"elk-287",34,4.28366995110501,1.66462092276849
"elk-287",35,0.796909656109148,0.586068331695723
"elk-287",36,1.83178280644841,1.04090648025217
"elk-287",37,1.29339398483215,0.830032809801916
"elk-287",38,0.0877909448633514,0.0841489837059902
"elk-287",39,2.89332667529956,1.35926397861909
"elk-287",40,0.184451213061883,0.169279555977735
"elk-287",41,1.00487810206015,0.695583261932838
"elk-287",42,0.0658559033041078,0.0637781414698111
"elk-287",43,0.0333016516106934,0.0327591626213847
"elk-287",44,0.0248243831746128,0.0245212644229301
"elk-287",45,0.0229401394939089,0.0226809705887287
"elk-287",46,0.126763559432512,0.119349416625385
"elk-287",47,0.0286530975637888,0.0282502742238898
"elk-287",48,0.107290493521094,0.101916034406551
"elk-287",49,0.010816653826392,0.0107585722829906
"elk-287",50,20.8368375959501,3.08359834167212
"elk-287",51,0.228405341443671,0.205716857868524
"elk-287",52,4.45676586775657,1.69685628234625
"elk-287",53,7.09831326795317,2.09165580146944
"elk-287",54,5.93628766570489,1.93676671291245
"elk-287",55,0.00806225774829855,0.00802993138106691
"elk-287",56,0.0495100999797011,0.0483234838432026
"elk-287",57,0.119004201606498,0.1124391841096
"elk-287",58,0.107434863987441,0.102046407652211
"elk-287",59,0.00640312423743285,0.00638271132868873
"elk-287",60,0.228035633180431,0.205415846551866
"elk-287",61,0.0805062109405231,0.0774296451579293
"elk-287",62,0.0429534631898291,0.0420565567967785
"elk-287",63,0.213228164181001,0.193284711350995
"elk-287",64,0.10142608145837,0.0966057778440353
"elk-287",65,0.0740827240319901,0.0714670173588106
"elk-287",66,0.229377963196119,0.206508320485577
"elk-287",67,1.88160277423265,1.05834665817946
"elk-287",68,0.12013013776734,0.113444872992077
"elk-287",69,0.0399656102167851,0.0391876455073076
"elk-287",70,1.15926366716119,0.769767268745437
"elk-287",71,5.0275737935907,1.79634457381711
"elk-287",72,0.108784190027779,0.103264090718891
"elk-287",73,16.5350170320444,2.86419985490872
"elk-287",74,6.91886262329294,2.06924758734361
"elk-287",75,2.45414852851249,1.23957598068542
"elk-287",76,0.408015931061521,0.342181572346216
"elk-287",77,6.63948582346555,2.03333030032013
"elk-287",78,0.113701363228415,0.107689029469697
"elk-287",79,12.6450800709209,2.61337902229412
"elk-287",80,0.122201677566227,0.115292539224213
"elk-287",81,0.0432781700167648,0.0423678422977644
"elk-287",82,0.0539560005930758,0.0525507040799571
"elk-287",83,0.0480234317807464,0.0469059442183158
"elk-287",84,0.216780995477002,0.196208843396699
"elk-287",85,0.196758735511286,0.179616848625684
"elk-287",86,0.146213029515156,0.136463490646493
"elk-287",87,0.12001666550942,0.113343565115423
"elk-287",88,4.92984150353741,1.77999748474981
"elk-287",89,8.71392347051545,2.27356026562563
"elk-287",90,0.105243764660905,0.100065912143864
"elk-287",91,0.0827783184173247,0.0795302549311249
"elk-287",92,0.272793420008621,0.241214028330262
"elk-287",93,0.177234308191163,0.16316788084578
"elk-287",94,0.672518587103732,0.514330626323954
"elk-287",95,0.0765375724726098,0.0737499396494424
"elk-287",96,0.00447213595499958,0.00446216566959572
"elk-287",97,0.240506236925365,0.215519551888281
"elk-287",98,0.601939573379255,0.471215128446165
"elk-287",99,0.738719331004679,0.553148825569217
"elk-287",100,0.254395361592935,0.226653672897456
"elk-287",101,0.199972498109115,0.182298638288924
"elk-287",102,0.085146931829632,0.0817153988649569
"elk-287",103,0.0590338885725818,0.0573570666479446
"elk-287",104,0.0541294744108974,0.0527152835718895
"elk-287",105,0.178427156004909,0.164180630711439
"elk-287",106,0.230217288664427,0.20719081123299
"elk-287",107,0.183262789458199,0.16827569849983
"elk-287",108,0.892890390809533,0.638104968178635
"elk-287",109,0.824287116240452,0.601189289483997
"elk-287",110,0.221824818268831,0.200345493900717
"elk-287",111,0.259538051160133,0.230745027676234
"elk-287",112,1.02294330243665,0.704553531315672
"elk-287",113,1.02930814142316,0.707694917929446
"elk-287",114,0.278409769943513,0.245616938321942
"elk-287",115,1.03410492697792,0.710055882813979
"elk-287",116,0.863201743510751,0.622296375349016
"elk-287",117,0.293482963730435,0.25733855188109
"elk-287",118,0.322442242890103,0.279480211123748
"elk-287",119,0.256922653730651,0.228666395281063
"elk-287",120,0.70243166927467,0.532057622714593
"elk-287",121,0.309467284215957,0.269620401236935
"elk-287",122,0.367662889070953,0.31310336271473
"elk-287",123,0.377517218150378,0.320282761531516
"elk-287",124,0.0868331733843696,0.0832681220132736
"elk-287",125,0.0949276039937804,0.0906882460085932
"elk-287",126,0.402235316699069,0.338067618108175
"elk-287",127,0.139463256809814,0.130557324172587
"elk-287",128,0.343840079106552,0.295531246261228
"elk-287",129,0.244471368466739,0.218710836105846
"elk-287",130,0.747514715574215,0.558194616019823
"elk-287",131,0.706475760376816,0.534430284972395
"elk-287",132,0.065431261641512,0.0633796577035696
"elk-287",133,0.662456791043763,0.508296502860501
"elk-287",134,0.601015806780487,0.470638307032977
"elk-287",135,0.44534396818639,0.368347333504704
"elk-287",136,0.678577924780935,0.517946961609625
"elk-287",137,0.546528361569644,0.436012652172786
"elk-287",138,0.153102090122898,0.142455780405291
"elk-287",139,0.439666066464084,0.364411188406513
"elk-287",140,0.467471924290647,0.383541140878258
"elk-287",141,0.373483600710928,0.317350286701008
"elk-287",142,0.459393077875581,0.378020649207794
"elk-287",143,0.349840320717896,0.299986304504888
"elk-287",144,0.0726722092687432,0.0701529270131044
"elk-287",145,0.164274922005764,0.152098508711595
"elk-287",146,0.318849494275904,0.276759761292761
"elk-287",147,0.200561711201316,0.182789539940521
"elk-287",148,0.586537509456983,0.461553974659187
"elk-287",149,0.431115993672237,0.358454555061663
"elk-287",150,0.073824115301167,0.0712262166617441
"elk-287",151,0.17652549390952,0.162565598231865
"elk-287",152,0.294061218116228,0.257785504168495
"elk-287",153,0.0478539444560216,0.0467442102094316
"elk-287",154,0.617986448071477,0.481182442872841
"elk-287",155,0.0877795534278912,0.0841385115696294
"elk-287",156,0.18515398996511,0.169872715482056
"elk-287",157,0.112076982471871,0.106229422273795
"elk-287",158,0.510671371823407,0.412554169115531
"elk-287",159,0.147200543477258,0.137324664605486
"elk-287",160,0.605561722700502,0.473473678343185
"elk-287",161,0.189423467395146,0.173468708543961
"elk-287",162,0.642627419271852,0.496297044788952
"elk-287",163,0.0652763356814704,0.0632342356282841
"elk-363",1,0.518941229813165,0.418013532814574
"elk-363",2,0.296057426861749,0.259326907798501
"elk-363",3,0.266280397325826,0.236083782078072
"elk-363",4,1.68611424583271,0.9880956310136
"elk-363",5,0.203944232573515,0.185603027353361
"elk-363",6,1.63249540581283,0.96793221984416
"elk-363",7,0.443497463352385,0.367068962829655
"elk-363",8,0.297466384655477,0.260413427942315
"elk-363",9,0.294409578648522,0.258054667363098
"elk-363",10,0.89442998608052,0.638917994383226
"elk-363",11,0.354857717965948,0.303696443627051
"elk-363",12,2.0599964198998,1.11841374599622
"elk-363",13,0.703800575447335,0.532861388370022
"elk-363",14,0.719000695409956,0.541743130943944
"elk-363",15,0.610312419994874,0.476428209857424
"elk-363",16,0.74670810896896,0.557732935892318
"elk-363",17,0.0928493403315285,0.0887883591917227
"elk-363",18,1.22034298457442,0.797661681506714
"elk-363",19,0.362847419723498,0.30957620200464
"elk-363",20,1.44638903826045,0.894613075419237
"elk-363",21,0.365282424981,0.311361311983073
"elk-363",22,0.569976534604715,0.451060673136876
"elk-363",23,0.764346125783339,0.567780154767138
"elk-363",24,0.664988721708872,0.50981834966104
"elk-363",25,0.526294594310069,0.422842964237109
"elk-363",26,0.62060957936532,0.482802362026228
"elk-363",27,0.335483233560188,0.289293199060159
"elk-363",28,1.11789310759124,0.750421777346257
"elk-363",29,1.10558626981344,0.744593941332312
"elk-363",30,0.537073784502651,0.429880468936209
"elk-363",31,0.626443333430886,0.486395626749125
"elk-363",32,0.186303515801501,0.170842183350343
"elk-363",33,6.1688747758404,1.96974870726671
"elk-363",34,0.137767920794356,0.12906837887328
"elk-363",35,6.83956438671353,2.05918326989945
"elk-363",36,0.150901457912109,0.14054551174979
"elk-363",37,0.703635736727463,0.532764636029025
"elk-363",38,3.43783914690609,1.4901675793529
"elk-363",39,0.803661153720895,0.589818573466414
"elk-363",40,0.0961002081163199,0.091758615109352
"elk-363",41,4.09473076037973,1.62820682138826
"elk-363",42,0.410781267829973,0.344143641598084
"elk-363",43,1.85603562735202,1.04943451896256
"elk-363",44,2.8139911158353,1.33867617781927
"elk-363",45,0.177341478509682,0.163258912376129
"elk-363",46,0.100812945597279,0.0960489482997389
"elk-363",47,0.0254950975679639,0.0251755179903136
"elk-363",48,0.0976793222744712,0.0931982442142879
"elk-363",49,0.339424881232947,0.292240328723354
"elk-363",50,0.146387328686605,0.136615544336235
"elk-363",51,0.550992059833896,0.438894764796318
"elk-363",52,0.30216551755619,0.264028661325794
"elk-363",53,0.104235310715707,0.0991530689072261
"elk-363",54,0.20944510020528,0.190161659550193
"elk-363",55,0.208029445031226,0.188990474241407
"elk-363",56,0.174152232256724,0.16054638272415
"elk-363",57,0.615500812347149,0.47964500912794
"elk-363",58,0.688021983660406,0.523557419584462
